genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
ADAM10,1.782251,40.798596,2.532069,8.137815,7.03389,11.227208,10.566297,56.961052,15.951641,2.153667,1.759971,7.175817,0.311852,30.816675,5.776891,2.242711,0.601332,17.476294,3.329499,0,50.063418,4.88749,0.033342
ADAM17,0.798347,20.509327,1.08758,1.576484,28.440237,8.036339,0.121428,2.879441,2.699241,0.717599,16.639201,41.353549,1.181778,7.701933,3.660823,23.469967,0.277895,0.171276,20.702882,1.25115,1.367452,0,0.14447
ADAM32,16.546325,15.869883,2.715277,8.034877,3.717573,9.527183,4.490046,7.245747,50.135943,1.822437,1.575836,5.223047,5.065921,5.249818,7.925108,2.737681,5.311178,1.987969,17.472569,2.162673,3.005052,0,8.423736
ADAM9,522.81861,77.455072,1.703998,157.280967,107.978129,18.913534,67.338432,208.565478,72.267607,3.615909,28.638229,1.258749,32.486419,38.076127,11.251807,0,0,13.563503,18.202135,0.088683,2.545684,0,94.968704
ADAMTS1,0.071607,0.260118,0,0.206755,0.596726,0.311297,0.272828,0.122894,0.066729,0.047826,0,0.061609,0,0.313371,0.075896,0.336598,0.748798,0,0.114015,1.29433,0.689952,0,0.131293
ADAMTS4,7.28047,2.216843,1.246668,2.043417,6.9859,0.94508,0.412376,1.842358,1.772898,0.365157,1.08561,2.289005,2.683908,1.968473,3.333756,1.168952,4.291821,0.24469,6.270788,0.835069,28.543343,0.020027,0.299617
ADAMTSL3,8.878885,17.50521,10.796442,2.630318,6.515023,11.915473,11.130028,7.292353,6.336519,5.819473,13.701162,3.513059,9.153489,6.958262,11.449403,9.194479,10.382287,1.836083,9.392172,4.847569,4.179173,0,13.467485
ADAP1,1.038098,137.831772,7.552901,0.389284,30.855161,0.398002,15.652812,0,15.535551,2.545044,1.445419,19.803758,0.354814,21.275017,12.373073,232.620945,0,4.097355,0,0,41.550847,0.862046,0
ADAP2,3.612256,1.042755,0,0,1.187503,0.135746,1.353946,0.476737,0,0.913867,0,0.19467,0.686256,2.454545,0,0.586229,0,0,1.255585,0.184722,0,0,0.437178
ADAR,7.857742,0.264988,75.181031,16.939383,15.935206,19.37353,44.906651,2.941411,295.860983,99.627324,18.322767,195.788521,36.293936,48.19686,22.536671,26.887005,8.742152,16.665842,102.328461,37.578505,1.669454,13.367322,103.662692
ADAT1,0.315715,0.466175,1.6462,1.300998,69.958866,0,0.141305,1.554093,0.112134,0,0.427341,2.382917,0.613776,68.627486,37.914868,0,0.439042,38.905707,9.540665,22.430675,0.14728,66.19634,10.865187
ADAT2,1.363634,1.59958,36.013466,0.538616,1.070708,0.07022,0.467746,2.825837,0.082947,80.843045,43.57125,3.134577,10.71335,3.254835,0.721879,2.030752,0.609694,0.248038,10.591134,71.212827,6.037582,0,0.104047
ADCY2,0.237209,1.386961,0.09827,0.252827,0.351789,0.813239,0.323738,1.193582,0.066318,5.731243,0.280936,0.037417,2.139114,10.729752,1.687355,10.20263,1.633458,6.244516,1.222766,4.370377,52.355428,0,0.493162
ADCY6,0.126824,1.078864,30.874746,1.22306,0.814173,12.44009,0.587319,0,0,0.107212,0.076491,0.488561,0.175735,6.069965,0.070628,0,0.070297,12.255241,2.579566,22.77796,16.956493,0,1.279204
ADCY7,4.495294,0,24.326978,5.989401,6.483963,11.707928,11.504129,21.138993,1.90759,0,14.270974,3.520177,13.260887,1.721086,5.560602,1.817491,10.451478,0.147211,5.817489,7.69576,0.825157,0,2.041617
ADCY9,0.288166,0.951179,11.714316,5.307904,0,0,0,0,0,0.884741,0.072117,0,0.487759,0.068563,1.265095,0.200432,0,0,1.236857,0,0.261684,0,0.09511
ADD1,15.476081,43.544177,28.511963,65.517759,137.773062,0.160864,126.275994,2.86953,142.108354,7.878808,168.370209,207.132682,43.085851,35.968788,109.834897,192.437973,3.326917,32.791526,119.05822,0.104736,305.256637,518.312239,0.169457
ADD2,10.715172,0.15751,3.72056,1.534352,0.135477,0.290977,0.040739,0.040925,0.032279,0.058312,0.048308,0.040616,0,0.042245,8.791089,4.233422,0.038548,0,0.051449,0.199151,0,0,0.258637
ADD3,0,0,0,0,0.298156,0.909108,0.07227,21.090825,1.508708,1.806147,0,0,0,0.19888,10.648204,0.284762,54.386898,10.364365,2.696106,1.693154,1.548512,0,0.512791
ADGRA3,13.527191,117.224343,0.063226,19.004758,249.636662,0,8.611481,0,19.991762,0.058409,8.282214,0,0,0.075048,47.401643,0,0,0,0.094271,0,0,0,79.803957
ADGRD1,0.453969,1.091638,0.291988,2.350658,0.133148,0.529528,0.671434,0.12912,0,4.270712,0.097059,0.099233,0.206158,3.502539,0.610309,0.04424,0.599472,0,0.068215,0,7.715146,0,0.118119
ADGRE2,0.374587,2.191464,2.692217,3.495539,0,0.975074,3.634509,4.894986,0.356439,0.442601,1.637924,0.78462,25.534201,0.803116,2.578213,0.6404,0.38749,1.286257,0.994783,1.271743,2.247844,0,0.421649
ADGRE5,4.734377,15.841337,1.149322,4.448446,0,0,2.092646,54.462596,6.64975,11.484061,0,2.380578,8.168311,0,138.701791,0.20024,0.538322,1.189415,98.095677,17.181346,4.75301,0,0
ADGRF1,0.42121,1.41466,4.672957,0.332692,5.74134,2.353888,5.315924,0.417357,1.554531,0,0,1.00E-06,0.207236,0.78767,1.263153,1.052765,1.144194,0.557184,3.108202,3.653786,1.322001,0,0.166926
ADGRG1,8.957892,4.65505,8.355391,7.871098,1.677335,9.294556,4.776658,9.29364,4.271913,0.441316,8.263272,21.746549,50.320045,34.744593,17.731515,2.431186,0,0.315699,35.835197,3.541954,9.982363,0,5.21886
ADGRG2,0.380194,0.142103,0.109461,0.395941,0.152986,0.073406,2.03099,0.413404,0.036046,0.034036,0.228459,0.065888,0.230938,0.323406,0.648436,0.085883,0.203716,0.10491,0.456427,1.897785,0.293936,0,1.361823
ADGRV1,35.905031,5.241555,11.887578,11.176675,8.373259,31.876046,6.021219,2.911611,9.631519,0.477988,12.737807,0.322429,34.489255,27.784555,7.846953,0.335967,4.212411,6.246692,12.335098,9.710705,38.650602,0,1.870201
ADH1B,0.15969,0.417565,0.908783,0.366265,0.184954,0,0.371307,0.341529,0.170632,0.238237,0.068464,0.417518,0.059497,0,0.29332,0.064292,0.516247,0.050777,0,0.156801,0,0,0
ADH4,1.494897,0.347481,0.265713,4.374845,0,0.66564,0.57669,0.530564,0.456127,0,0.246529,0.343147,3.473509,0.460769,0.910277,0.463485,2.077168,0.293987,4.426153,0.29217,0.225424,0,3.656964
ADH5,41.43584,31.672052,1.098379,30.81577,5.795878,40.658506,30.544369,10.880496,26.012631,10.376944,216.666308,172.340833,31.872232,17.291971,207.067647,13.704759,1.344565,112.504202,2.28053,123.975788,3.428509,80.616806,60.574051
ADI1,4.831942,9.168286,5.603141,105.810887,22.755443,13.178408,6.708592,0.073942,7.821645,2.293126,21.540523,59.484767,0.455752,6.218361,9.670093,73.787006,0.916644,4.781398,7.96733,0.530066,2.086922,39.900869,13.573026
ADIPOR1,9.298117,43.620069,9.840296,30.985232,23.415904,5.801398,231.754022,3.227355,2.133262,0.2861,31.397616,7.596461,36.759148,168.817368,4.588788,117.33782,35.50102,44.340785,62.669285,37.737867,0,104.272833,227.272904
ADIPOR2,2.369522,0.404337,36.873644,0,42.518828,0,7.908159,56.634198,72.807799,17.029364,1.216835,0.083405,138.03263,149.005226,42.895829,42.5582,3.517657,17.196311,163.365909,40.680866,153.260383,5.85614,0.490408
ADIRF,437.955517,97.201563,59.753159,106.0346,844.762929,712.122725,518.906709,0,476.056044,710.799574,454.914845,266.515051,326.322968,728.93388,214.742177,707.430046,155.807366,221.466976,99.364706,214.726487,774.206074,477.247677,367.413545
ADK,62.285569,9.205806,76.163845,0,104.954853,65.978151,39.419198,46.457977,48.933498,30.756308,29.471577,51.077243,78.544873,121.598777,57.705531,21.060858,16.474101,55.623994,0,0,72.156879,69.989542,10.995008
ADM2,3.939869,6.874947,0.257138,0.303088,3.811537,0,0.174493,0.179231,0,0.488052,0.43709,0,0,1.556009,0.178756,0.144909,0,0.24018,1.1685,0.919561,0,0,0.350916
ADNP,759.171845,1269.966248,15.616297,373.502401,261.28651,66.722535,48.315967,419.155822,308.662647,62.738125,189.58394,232.204928,203.482897,553.537421,149.151537,59.966547,41.421684,157.178694,26.728374,272.6046,88.035223,425.968021,62.3497
ADNP2,48.529802,72.753619,22.161307,0,38.936004,0.056566,13.740095,21.239214,0,0.050755,0.20488,0.269421,49.615746,0.634114,0,0.118453,0,0.28914,0.083532,0.824214,40.262553,3.701214,42.951714
ADPGK,0.092379,0,9.972851,0.078864,0.211749,0.227017,22.185604,0.397945,0.067494,0.884434,4.386104,0.083443,0.063022,3.619229,5.231559,0.067906,1.585245,47.523689,83.732831,12.727337,0.762706,0.041849,16.425621
ADPRHL1,0.088191,1.380314,2.088995,0.092218,0,1.464185,0.154994,0.311107,0.130623,0,0,0.079437,1.407902,0,0.093322,27.208071,0.105295,1.033191,8.202491,2.136393,0.091013,0,0
ADRA1A,0.614275,0.896618,0.282535,0,0.275282,0,0,0,0,0.823954,0,0.712987,0,0,0.355866,0,0,0.284538,0,0.95335,0.583732,0,0.59352
ADRB3,0.290169,4.702395,0,3.846281,1.313667,0,0.272792,1.623694,0.651733,0.50028,1.522017,0,0.602237,4.436456,0.450115,0.899786,0.260652,0,0,0,0,0,2.931889
ADRM1,78.246808,87.128906,75.680229,520.476597,55.84473,48.982842,25.129118,0,215.584692,104.207438,35.273437,170.69276,81.866648,51.093311,4.286328,45.919134,75.461239,68.336912,0,3.007538,41.902794,275.5356,10.982936
ADSL,1.314545,46.465684,155.381897,15.257879,27.664718,1.617978,0,6.057863,56.394524,386.303233,0.483281,1.428159,23.030616,19.346226,165.555796,156.053039,2.825837,19.622354,1.147916,53.340534,24.752461,1.834584,32.590845
ADSS,65.469843,10.219198,99.105771,11.251215,0.104597,8.018266,8.241064,21.414401,1.579532,12.807763,3.526482,1.203153,13.593714,21.749244,4.414833,45.714212,0,3.265017,1.179052,2.102382,0,0.199098,7.342047
ADSSL1,0.229132,0,0,0.50691,0.176857,0,0,0,0,13.997526,2.935887,0,15.078876,2.509937,2.028541,19.446178,0,0.594255,4.786662,13.050169,0.425414,0.279165,0.110018
AEBP2,197.658841,173.360669,1.493403,15.29018,6.382831,83.694149,73.589257,80.432726,28.793299,4.860803,45.632514,0.767698,8.259912,48.883929,73.961023,67.34078,45.541384,84.266733,9.190061,66.30433,83.673755,0.452327,6.7927
AEN,19.175149,31.4096,0.11745,0,7.662009,0,0,0,0.177403,0,0,0,0.234445,69.785233,0,38.926644,36.030063,0,0,257.049568,0,0,53.076625
AFAP1,7.667084,4.466601,8.853802,3.700479,0,0,0.844057,1.095381,8.293094,2.520348,0,0,0.67201,5.208922,11.76484,2.956116,9.80927,0,4.260749,3.97415,0,0,88.063587
AFDN,3.057167,104.41556,1.087582,1.22306,10.972428,21.707178,0,111.031898,44.916196,0.595052,2.046046,2.190633,109.937325,0,15.845145,10.106798,23.939669,7.887237,13.094545,0,0,3.030995,8.815697
AFF1,4.611849,0.405473,0.896228,264.042816,41.832667,36.407152,0,1.512174,31.772105,0,55.337716,11.351204,10.945253,0,24.85586,0,230.932022,0.628141,11.214004,0.402938,65.90525,0,0.86035
AFF3,32.684083,60.733002,4.350329,155.328627,5.968476,154.697583,5.46655,75.009817,85.752381,3.612014,17.475226,3.111168,24.478347,59.402775,30.461842,98.643386,81.333694,0.032481,2.634387,7.209365,24.23332,3.2549,73.914343
AFF4,95.861409,33.92631,104.338895,187.633589,253.10468,17.709824,19.59839,186.671819,52.660919,0.264512,0.056979,310.461483,27.135842,342.997948,13.863212,43.582664,69.730307,106.466852,359.848898,17.944435,274.823066,0.14121,205.18082
AFG1L,1.334927,3.763786,0.25259,2.18919,0.178284,0.688395,13.027297,0.571782,0.252865,0.379294,0,8.233945,88.165097,1.566125,1.214855,0.932188,0,0.509373,1.367835,0.611656,1.337102,0,0.460802
AFG3L2,0.403403,6.059802,93.019043,25.830353,1.049244,0,117.566078,27.193423,26.744263,86.478994,13.290094,0,0.110421,0.099998,3.228704,44.629665,0.504317,4.53601,66.418942,0.558209,2.496709,0,114.788181
AFMID,35.207464,162.569531,30.181647,52.974583,42.69036,45.186734,67.517827,185.970881,8.255401,98.129529,50.983569,27.212764,16.863772,217.126422,117.232365,18.695534,43.368839,22.427798,41.096194,37.962248,279.409908,25.067184,31.998931
AFTPH,22.0799,163.312905,19.913733,28.174027,12.265862,0,45.36064,30.541446,17.1441,1.021336,35.905388,50.705198,29.068064,66.411199,11.134879,39.058297,3.878758,8.580611,3.870933,3.085596,31.398575,0,25.226992
AGAP1,0,50.869131,43.721763,0,14.712044,10.26071,0,0,0,0,5.966537,60.815064,3.546022,1.351878,0,68.520344,0,7.417938,0,8.048647,0,0,58.514519
AGAP3,11.890882,17.6801,37.120854,1.570679,0,20.860921,0,129.393289,25.800207,4.06549,82.428975,0.424542,23.740656,24.995254,27.725975,20.432883,3.719116,1.06974,4.783601,3.785647,0.805074,0,0
AGAP4,11.938924,0.205148,0,44.733487,87.366015,1.962383,82.634219,0,49.272163,1.42214,35.524549,0,3.605163,0.181294,0,33.498598,28.850992,0,10.860272,0,13.975942,0,74.999499
AGAP6,4.713347,0,1.739284,0.177061,3.303126,49.876485,0,0,0,0,1.64199,0,10.623679,0,0,1.068577,0,0,88.43768,8.620304,2.00412,0,4.10825
AGBL2,3.930657,2.095814,0.334421,0.562629,1.142201,0.542412,253.984502,0.563436,0.586996,0,0,2.722836,1.048185,0,3.452819,0,0,0.666685,0.842964,75.170344,2.856713,0.356569,60.231765
AGFG1,2.507502,0.335797,0,19.954722,9.402467,3.464824,11.902797,0,0,14.214071,2.60223,64.312658,0.994472,1.347077,1.394166,2.146023,0,0,0,5.283348,5.806084,0,0.300007
AGK,0,95.888496,30.112567,0,0,30.992356,0,0,0,13.444775,66.007633,48.387937,6.415573,0,2.053251,18.427133,0,1.731866,19.197731,0,0,2.00944,0.273352
AGL,2.261717,3.241746,26.123999,18.418926,5.779234,0.128733,3.885584,11.302172,2.379267,1.558538,65.828265,0.072104,1.634408,0,6.740844,15.091769,3.13119,0,0.284646,3.849346,0,16.22515,52.980824
AGMAT,0.502113,0.641977,0.3737,0.317167,0.337942,2.329415,1.880111,0,0.538902,0,0.222918,0,0.660707,0.22275,2.216947,1.752023,0,0.267644,0.240941,0.261313,1.045958,0,0.502753
AGO1,1.742828,7.549714,0.392807,0.838437,0.120306,0.188885,10.55752,1.003907,1.023924,0.016992,5.254969,0.093257,4.295749,0.903658,4.548103,0.180749,0.515584,1.665017,0.737584,0.64491,3.405846,0,0.224656
AGO2,112.792889,70.9415,0.176675,301.581019,185.900324,3.454107,19.635603,14.69446,2.782109,0.873575,1.780047,0.178383,89.424626,0.670736,4.357043,74.022725,6.689009,8.610343,150.580228,7.500851,0.155345,0,17.251896
AGO3,7.342036,4.984673,1.810602,58.783532,14.76346,0.305695,73.00081,0.90588,7.560225,9.152169,36.527333,0.176186,13.300825,2.148099,1.385451,6.858823,8.722355,6.25218,76.961993,49.431304,1.291016,0.195567,0.223056
AGO4,0.050749,0,36.109398,0,0,0.073577,1.830904,0.04115,0,2.051554,0.091166,0,0.071235,2.946731,0.138336,10.488374,0.096525,0,55.419292,0.358467,0.095082,0,0.02913
AGPAT1,33.330106,0.633133,0.578015,17.90004,6.670026,0.203538,0.576268,175.441355,41.817461,62.269534,0,0,12.288444,0,10.080914,28.508497,23.611342,85.86877,29.004216,0.810881,3.303415,232.027734,0
AGPAT3,1.229437,3.092264,2.188966,0.891085,7.191481,0,2.142128,0.364064,1.749334,0,1.796425,0,7.498197,2.134879,2.421175,50.273405,1.905087,1.527119,0.524897,0.162593,16.989385,0,30.098412
AGPAT5,10.929853,0,0,35.623309,0,0,77.290571,0,5.813745,0,0,0.080772,0,0,0,4.042928,0,114.745099,0,2.653927,0,0,1.260733
AGPS,0,0.032912,7.911306,0.117708,20.378618,0,0,3.196675,0,0,0,0,0.428294,0.065374,0,3.989862,5.451117,16.992029,0.163932,0,0,0,1.247038
AGR2,0,154.895335,46.047038,134.549052,217.929362,163.873492,0,0,104.503058,0.880485,12.464082,94.965124,177.751085,341.727423,89.62723,142.866794,77.545971,5.536346,0,42.544449,73.586057,53.118986,1.088356
AGRN,0,11.576697,0,0,0,0,1.681631,0.443948,4.662684,0,0,19.353165,0,1.513663,5.23576,3.487723,15.362687,0,0,39.074828,0.197981,0,5.922684
AHCTF1,11.705756,53.928684,2.974828,27.513647,23.758843,12.573622,112.95103,8.72137,19.871659,4.870447,7.378577,28.694319,12.31099,1.018739,13.879203,25.696382,0,51.46908,178.531226,37.66598,8.86447,47.416165,3.746727
AHCY,181.027643,46.72546,302.725609,0.76447,297.690403,147.924973,90.833947,89.672144,129.623675,15.221204,6.465084,223.714012,26.900204,62.232773,45.998376,115.244044,25.674033,29.13844,10.749262,106.761905,4.450922,0.22882,23.038771
AHCYL1,31.494553,38.070848,41.687833,22.572391,33.899264,19.528779,38.639,4.714988,18.610583,108.067623,12.516534,0.147417,14.012393,117.639572,10.544305,39.775785,9.835454,11.400104,10.974074,2.660589,43.777067,165.294665,139.401701
AHCYL2,75.73263,1.00009,3.832531,13.927916,76.260795,0.159861,6.998471,82.179982,4.582005,0,1.502092,20.730668,6.113507,7.331664,9.063398,42.451709,0.028714,0.927352,11.069896,0.886331,0,0,1.521923
AHDC1,2.351275,1.616642,0.118025,240.172211,2.346606,0,0.669099,19.621642,8.105297,3.527537,9.352677,31.199673,6.300276,13.573278,8.234774,0.951704,5.398481,12.435056,6.074479,1.51047,5.080495,0,0.62775
AHI1,26.302431,26.616971,21.652251,0,2.342639,1.740452,58.38205,106.271492,11.037018,131.491998,61.709667,5.929649,3.598676,45.929595,75.402423,1.192765,16.015753,24.554378,340.30082,130.382484,0.449312,0,20.695855
AHNAK,0.302405,16.121775,7.49321,13.195808,1.32702,12.744139,2.814055,0.495099,1.59936,9.051487,9.230414,0,3.27524,7.952297,4.372276,5.054924,1.075091,12.29083,13.61265,0.221551,1.2531,0,0
AHR,2.63907,2.363393,0.3969,1.22306,1.171319,0.042256,1.341091,1.964507,17.107812,0.918601,2.400214,2.175475,0,56.963895,21.622414,47.991671,403.529924,14.788426,15.494549,4.752278,0,3.981581,0.097522
AHSA1,743.858985,497.370477,19.674382,225.305464,349.261828,918.576049,750.421231,525.047675,301.139874,168.508279,560.537768,284.191486,510.751735,508.678879,310.142452,200.466257,101.173826,196.572568,164.272328,291.843725,342.493397,22.119124,259.353137
AICDA,0.304799,0.512548,0.108374,0.221629,0.333026,0.106327,1.705656,0.533162,0.10396,0.09587,89.184322,0.36523,0.867394,0.668458,14.884149,0.556377,0.335475,0.96196,0,1.696014,0.276773,0,1.356358
AIDA,2.003621,2.75126,1.108117,0,2.636597,69.678238,23.189721,0.082098,0.14725,0.422076,71.280197,3.000488,32.23738,0,7.697554,0.967764,1.178067,42.379371,7.20163,0.399223,0,0.715963,6.349439
AIFM1,79.848691,115.111196,40.865785,0.874531,149.007926,52.902324,58.937769,1.808958,10.786884,10.780875,32.843314,99.605592,48.084986,162.443803,2.304722,47.226843,19.855544,14.674324,5.312606,3.168185,0.797995,129.112455,86.583718
AIG1,39.998298,6.745524,1.260046,2.01884,3.219721,5.742777,1.397187,3.210497,7.370329,2.801183,94.108837,167.084673,0.62221,122.969068,58.062622,1.022448,9.042877,37.063101,6.18577,0.873065,0.670444,1.653249,5.456779
AIMP1,12.252416,1.128008,48.644293,87.961653,17.737424,0,47.557137,206.986518,41.255762,9.482204,82.276029,35.895086,46.839207,67.963425,32.223183,28.293196,33.080742,85.409737,9.31759,41.35644,17.632727,0,1.007429
AIMP2,64.803115,58.961286,169.576797,3.359892,63.254366,2.311954,21.436709,4.056427,116.664907,0,0.447192,23.211692,1.961884,165.36225,3.890731,159.39144,4.222512,206.581059,0,0,0.813102,1.857243,100.841853
AIP,1.472229,0,20.723036,0,76.747397,0,82.482706,0,1.090828,24.332449,1.26256,6.167679,0,0,0,0,0,223.264207,0,15.875226,0,29.223333,0
AK1,40.625519,96.197028,101.999937,0.791681,41.363642,2.03371,98.217151,0.828017,0.019497,181.138822,7.359425,0.324623,10.411173,96.631821,6.080544,1.002977,2.689679,14.441267,1.876956,2.331559,1.714389,0,0
AK2,12.119444,125.089585,157.240034,0,50.633193,22.055213,104.8897,116.137232,0,132.083215,36.961458,2.436727,119.84391,0,30.17299,115.221238,81.024923,62.641188,8.692423,1.907259,80.135335,766.315039,15.563785
AK3,16.124439,2.844547,0.32517,0.235114,5.455861,8.26369,30.40515,1.548262,1.214312,3.735294,11.857002,3.885676,0.45894,9.157033,1.124703,34.332036,0.403436,0.543726,57.659922,9.806258,10.40347,0,136.863687
AK4,0,0,0,0,0.03638,0.034747,0,0,0,0,0,0.040939,0.101528,0,0,0,0,0,0,0,0,0,0
AK6,180.459506,29.404192,120.940641,96.371479,158.591223,45.227424,143.985213,19.751194,188.97229,522.630928,7.130133,150.131662,59.015796,22.139934,26.925601,494.81053,232.163809,153.443321,59.552845,99.718529,197.500269,331.581282,8.526464
AK7,0,7.200354,0.940145,1.486396,0.895857,7.313412,4.12847,7.701305,0.246857,0,0.30685,0.302393,0.913418,6.482466,31.402895,16.432002,2.294862,0,5.321341,0.427594,0.613027,0,2.24467
AK9,3.505496,1.677423,1.091725,3.468712,5.857818,0,3.085161,2.495911,0.138581,0.175522,0.39566,18.753321,0.297489,0,6.11109,22.662543,1.359142,1.923921,0.426553,2.583431,0.913952,0,0.487994
AKAP1,0,0,8.11044,0.54575,0.182008,0,0.109267,161.457089,4.57884,4.572011,0.548119,6.532232,2.60534,0.609303,0.314687,0,15.299269,1.177636,0,0.116951,1.601351,0,3.417985
AKAP10,24.447689,53.129931,0.063616,3.624276,36.353485,5.492142,0.387096,0,0,1.021336,4.876738,0,0,2.305349,3.214671,0,22.388153,1.38008,131.323327,17.43763,15.40979,0.184936,16.65455
AKAP11,0.029606,0,0.37374,0.022934,0.372121,0,17.682582,1.967628,17.241302,6.80591,1.080758,0.025243,0.107411,3.927753,0,16.133647,2.675331,3.69742,0.231063,0.605038,0.818883,0,9.244545
AKAP13,752.598644,292.235687,8.368845,169.753206,166.500088,298.689662,351.093781,504.832565,11.343535,231.672329,294.427981,295.670974,44.329339,110.547428,170.843967,39.023233,118.475784,172.780576,481.278049,151.118376,3.641642,0,7.332543
