genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
RNF187,1.625777,4.973214,13.314708,10.924284,16.757054,0,0,0,0.400459,12.866961,0.247222,16.446018,23.734233,3.272888,7.030643,28.898259,0.674541,0,20.62682,9.546079,6.414335,0,9.551582
RNF19A,15.138984,27.430132,6.300314,123.911334,9.760478,3.554594,120.586911,84.328439,40.25441,22.308048,100.765168,1.153528,11.319954,143.071732,20.18493,62.083986,7.534778,38.82018,186.29926,0,0,114.616047,27.634609
RNF19B,4.58322,22.939464,0,0.344628,13.734193,137.451652,0,140.931899,0.488282,227.43404,0,0,44.139363,47.17876,18.632108,6.690959,101.897053,0,73.992235,35.993916,35.737606,0,18.487393
RNF2,2.314616,0,2.531254,0,0.914981,1.272219,0.081654,2.317041,62.37512,70.674497,0,0,0,0,28.620548,0.958185,0,0,0.416495,0,0,0,0.996006
RNF20,0,15.886573,7.024223,55.989089,0,0,78.603188,0,0,5.106761,14.912449,0,21.150852,2.787249,3.015314,12.188313,0,16.311707,167.20771,0,0,25.942457,0.059803
RNF207,1.20335,107.202523,5.025072,0.165651,2.75149,5.985233,2.291446,5.427429,0.940808,0.406549,5.765423,2.871835,0.137486,82.530843,8.861454,119.444868,43.219992,0.351566,7.765575,1.951626,3.476798,0,0.404796
RNF213,14.050684,11.368718,10.879033,7.338357,42.756436,221.954753,19.852833,20.005297,12.152751,18.949227,7.795941,41.909258,53.318576,49.589651,8.08441,83.811784,96.50002,64.858133,99.023549,131.997689,29.715667,0,26.472058
RNF215,0.562993,0.120063,1.159448,1.017521,0.181698,0.872451,2.48473,0.205137,0.074945,0.260673,2.930204,0,0.568026,0,0.117898,13.71422,5.384027,0.041703,0.074294,0,0,0,0.224253
RNF216,55.49059,9.581224,26.509992,4.75781,35.135253,26.739709,37.632758,4.842838,0.162554,17.097029,7.476938,23.418832,0.142854,0,34.416598,5.701965,69.968043,28.239233,2.691246,50.192032,22.924032,5.634357,0.397203
RNF217,72.30336,20.612605,15.029983,36.042746,14.375118,13.771883,24.262657,4.944868,0,15.474376,0.022407,14.37091,23.284242,4.543486,4.712697,0.984099,0.479436,0,19.941897,3.571007,1.505787,0,11.782516
RNF220,0.764772,3.585184,0.570326,0,20.985393,0,3.39737,0.875156,1.267597,0.459235,0,1.852289,3.400871,10.839027,0.434994,0.37569,36.699577,23.901195,0,18.921706,2.48369,1.127931,0.148118
RNF222,1.298138,8.29924,2.657321,1.227486,2.491027,0,0.639027,3.174344,0,0.168289,0.507814,3.000842,3.332239,2.698982,2.8202,0,2.738207,0.315505,3.194262,9.50638,2.57205,0,4.26884
RNF227,0.719779,0.716359,2.792161,1.417352,0,37.483765,18.362521,5.34619,0.725638,0.553102,3.015988,1.171077,13.13588,8.25327,24.996489,1.508155,0.448093,0,0,0.265914,28.516309,0,12.39179
RNF24,32.250808,0.69116,0.531972,0.397066,3.640415,0.094216,0.354827,0.391855,54.772927,7.502136,0,10.844032,94.655081,40.142894,17.788972,0,9.08294,0,0.120992,0.107603,0.052215,0,0.634364
RNF34,1.32793,63.404963,87.759773,0.423482,0.17567,64.043738,48.606634,33.402463,27.404029,12.510511,30.559465,241.180472,7.797461,73.846409,222.936532,51.184227,37.113403,31.157842,0,1.599931,162.18513,115.185226,60.526558
RNF38,0,0,10.164227,0,0,0,1.550952,30.374451,16.2044,0,18.365969,0.285755,0,0,39.747218,17.010285,0.511893,31.014321,0.070519,11.361215,0.123888,35.355033,4.873848
RNF4,10.631451,3.002187,79.548283,101.521667,28.940839,2.887801,0.931277,31.557252,0.157232,0.279639,1.715695,0.098078,0,102.721941,21.280914,32.218971,73.155965,79.535974,93.581431,34.456798,5.984141,2.701176,25.349832
RNF40,87.017647,0.671372,187.175741,0,81.362505,0,128.908679,1.356564,81.943236,0.335314,3.11411,1.306446,3.075983,10.544175,18.392443,26.347114,27.432423,15.983976,15.616645,0,443.78929,13.170479,5.983592
RNF41,0.073718,4.267973,20.605772,1.245797,0.116481,0.963026,6.554506,0.14118,26.524761,0,8.16826,0,0.105121,0.187915,37.298339,76.456181,0.625605,1.464423,0.16005,20.511206,40.523068,0.303531,0.346154
RNF43,29.845925,25.638834,119.51552,130.854333,36.775163,7.292333,57.256178,86.754058,19.64718,60.472696,482.724302,79.410113,0,57.416037,10.20937,6.725242,0.433491,32.689754,85.757864,181.16748,4.370487,0,8.787682
RNF44,6.222935,0.315003,0,0,2.814829,0,0,16.763151,0.856659,0,1.930059,1.875264,2.819604,0.413498,2.54223,5.238709,0,0.102102,1.947755,31.142454,0.759323,7.596918,0.284218
RNF5,2.153618,99.270956,62.828104,36.381861,98.121159,44.101348,203.68702,40.590109,12.547563,184.76621,31.534252,49.097729,4.819223,8.932557,7.869059,18.518891,8.453427,27.09274,1.166499,0,1.987089,2.209637,1.854212
RNF6,112.695024,0.603981,36.329113,0,1.851327,30.342046,5.888567,11.806935,0.58149,27.671396,0,0,24.792417,0,0.573691,0.791843,1.433812,10.558047,0,0,0,0.303334,0
RNF7,160.301774,81.681982,34.658104,12.378099,14.683188,3.357506,18.712894,196.578747,37.071556,168.433903,22.539198,1.410106,9.139213,110.876977,28.323156,72.677295,81.127146,12.223455,11.953438,0.985257,59.820328,4.387992,0.441987
RNF8,3.670807,9.887104,0.137465,0,0,4.420119,0,0.104528,0.045879,1.716952,0.407814,0.607659,0.364373,3.285296,7.085005,0.229363,10.265721,0.848187,0.439207,60.278099,6.580319,0,0.109947
RNFT1,31.890254,47.073668,5.548561,3.629767,235.088636,0.395765,0.523928,0,0,26.37558,48.064687,1.860529,3.451749,28.30741,0.691854,0,78.19727,0,35.627441,2.598428,0,0,3.034586
RNFT2,2.183813,1.078405,1.523956,18.519156,4.363629,0.161138,1.336825,3.149928,10.125182,10.403199,1.451949,0.400688,8.231585,1.478976,78.11551,28.808665,20.965078,1.889121,2.772592,40.201357,15.696352,0,0.508571
RNGTT,2.084498,0,46.009071,0.152958,4.763971,0.05499,0,12.380785,0,1.100974,0.257603,0,0.287707,5.986768,0.667987,6.737836,0,11.839809,0.450552,0.343092,0.203157,0,0
RNH1,3.035644,11.319688,4.391868,0,113.482483,55.840365,16.812693,13.430408,4.562324,0.302366,0.364304,0.635834,24.830212,3.701294,18.457813,4.214521,1.370127,86.052521,11.365762,0.867432,0,0,0.054578
RNMT,171.703203,82.763982,101.80688,1.573067,93.394071,25.58512,41.392603,81.54508,109.526619,33.967581,202.902084,27.548039,131.573698,6.66827,55.054299,159.465386,62.201872,97.916521,42.718038,204.354433,71.764257,0,79.457094
RNPC3,3.697814,10.629861,12.069684,0,64.983563,0,1.013977,1.553651,0,10.08633,0,0,0,0.079327,4.785977,7.576803,0,11.719714,1.665658,73.905444,0,36.036792,15.527024
RNPEP,47.051476,0.276456,11.707079,0,22.622408,14.271645,0.50023,0.466952,14.813736,47.888197,30.384539,76.254693,15.987672,0.240657,5.718205,2.656362,0.229565,13.673044,39.934267,0,1.271758,1.635973,2.548773
RNPS1,206.20588,44.227754,154.052241,18.040017,128.360115,42.870496,8.292534,181.397616,204.199305,191.97738,8.592469,36.635789,299.208764,148.438412,66.688909,98.519861,349.254848,114.421816,291.201091,34.485909,80.895602,355.128757,84.87756
RO60,39.496202,74.110784,44.145051,272.297172,18.765531,26.637993,92.179992,177.143749,18.617779,0.504794,81.3161,111.379196,26.251272,29.745152,7.078734,26.427027,15.113531,143.363116,280.219246,34.830836,4.518732,167.195851,126.301997
ROBO1,0.210675,0,0.325027,0.161554,2.028187,0.407843,1.198049,0,0,0,0,0.410457,0.080266,0,0,0,0.095993,0.070821,0,0.271454,0,0,0.063234
ROCK1,5.961548,36.294783,41.310989,27.616653,26.687671,66.437877,48.508615,30.801089,13.108756,37.150127,21.808005,47.702225,7.920477,52.122003,53.292705,47.341438,58.004385,39.691269,33.258985,15.474842,60.008138,0.030204,56.46263
ROCK2,28.84031,30.746577,1.327956,32.993792,54.249315,0.07636,1.3901,12.21009,13.87594,0,49.777099,14.131175,8.148735,0,40.588798,1.03617,0.049133,25.04599,0.057638,0.080028,0.050586,0,17.68801
ROMO1,381.61645,664.213204,673.854865,353.527342,465.808119,291.165737,215.167559,129.988164,711.434181,720.479095,821.178156,547.312745,397.217626,361.180043,239.626956,547.873574,165.492856,276.929886,55.891997,71.198576,310.295975,505.770776,301.689995
RORA,1.831618,0.625861,2.818941,4.223696,0.059827,3.110207,0,2.105704,0.338708,2.688126,0.697177,0.201039,2.766813,18.014658,0.617433,0.123672,0.909295,3.039532,0.423337,0.759611,0.297627,0,0
RP1L1,0.383432,0.701013,0,0,1.419078,1.797763,1.083987,3.411206,0.314926,0.719153,3.51746,0.403854,0,1.332259,1.103132,0.658297,2.087449,0.454833,1.246488,0,0.862013,0,0.226647
RP2,1.857826,18.974624,1.09387,0.264321,3.092448,0.159345,1.380788,1.321991,38.015364,3.92026,1.81075,1.527605,20.121665,42.260087,2.05406,0.477002,17.58231,2.119062,0,3.394676,8.28206,0,0.359174
RPA1,0,38.923539,0.647433,0,0,0,34.286045,22.56001,15.033156,0,0,0.098199,0.555142,148.155177,37.35536,1.24513,13.745652,1.112721,103.448427,198.052161,0,6.058976,0.58238
RPA2,96.477095,0,28.025767,1.559476,11.863885,77.728984,15.828208,0,27.944601,1.711901,5.560059,2.797316,115.475196,21.095772,73.967015,3.171842,144.123203,147.269083,0,0.942074,0.987455,0,141.415721
RPA3,65.535898,205.680178,57.850068,2.585731,45.751012,27.841733,197.688501,14.971026,163.065803,320.004478,132.31561,19.242663,107.550003,41.344881,140.171302,86.701944,59.563348,77.64883,60.359506,99.734907,33.456562,63.06572,447.70987
RPAIN,35.512537,48.788009,4.883701,70.492829,47.280148,56.667346,129.573266,2.974804,11.290058,5.708005,4.370039,103.569132,41.837611,13.465817,68.234422,258.635015,87.112346,166.284426,131.663304,116.891129,75.612813,0.838268,2.089802
RPAP1,3.37924,29.224844,0.129231,0,0,6.865185,1.565112,7.792568,0.327204,32.538664,53.5,0.085427,0.062369,116.052521,3.352948,5.056342,2.253964,6.511511,0.196526,4.205324,1.857224,0.147021,34.698741
RPAP2,8.53659,13.175664,12.513943,4.895117,6.172569,40.388381,15.441125,55.846901,25.013577,5.217809,6.772268,4.00661,13.828102,15.922707,16.504958,8.593073,5.14052,2.511123,16.557403,9.994146,5.967046,11.49342,16.798949
RPAP3,30.06712,3.181592,28.647262,36.442352,81.679267,5.937745,21.287841,7.599041,6.192228,16.743603,48.781402,53.697057,87.187117,11.416202,30.642536,20.009745,48.930086,45.037878,2.750409,30.741454,12.146156,0,18.084349
RPE,0.931763,0.92955,22.001164,17.690939,19.408614,2.405849,106.828195,103.391512,20.955958,0,4.72195,0,19.583587,5.641056,7.964807,155.089218,59.312067,53.443615,5.647857,0.633546,0,143.591305,43.987627
RPF1,0,8.023815,33.747145,0,49.365927,0,1.809079,0.770001,16.020776,28.969351,64.04177,0,85.326523,1.376195,11.799416,4.984279,13.760708,37.016725,7.984447,71.133621,15.864493,0.156765,17.295939
RPF2,64.813997,3.716355,129.431065,0.148122,32.305686,0,71.155141,0.565614,0.068578,0,66.461019,10.016021,24.522774,12.314257,1.779202,30.641651,0,101.869828,20.860785,5.403643,8.161495,0,4.321989
RPGR,1.953851,1.092371,12.112693,0.716623,0.423852,0,0.810612,9.487972,0.686894,0.308681,1.833568,4.953418,0,0.136315,33.192034,0.193534,0,6.16688,14.030445,27.245623,2.236317,0,7.516583
RPGRIP1,15.09727,1.43042,0,0.69376,2.993012,11.443515,8.238193,13.409557,0,0.095003,0,2.650009,1.027003,42.437461,1.845668,0,37.909853,0,0,29.649499,3.221692,0,0
RPGRIP1L,42.77829,0,68.300638,0.485336,15.111424,0.394907,0.154906,0.844346,4.151527,0.484407,0,6.467531,3.564852,29.05837,0.167733,5.871379,5.064818,0.881295,13.882625,0.155495,17.981,0,3.098467
RPH3A,0,0.768423,0.378045,2.614431,0,1.028994,22.157524,0.787669,0.174106,0,0,0,0.291754,0.147405,19.7924,7.200595,4.033693,2.180665,1.82891,8.415596,0.937903,0,1.103271
RPL10,3252.011837,3901.411415,2521.33478,2486.965947,5098.576766,3662.480185,3539.395213,3662.322279,7316.300961,2246.318416,4675.806604,6506.607204,5665.233153,4991.264794,3666.326451,4533.531884,5406.479278,5112.68439,5507.342347,3949.580937,5354.154827,2989.722871,2828.638314
RPL10A,1109.660702,1001.889585,803.690091,401.084664,1309.471743,1166.142102,359.10985,695.727048,1844.518953,567.120655,856.43152,1002.611676,1619.252568,1216.697707,985.176469,1669.082263,1465.371583,1583.081064,1273.139609,1328.948932,1007.510329,1671.539313,851.677969
RPL11,798.352776,724.163968,596.92003,39.796054,589.456205,548.773831,488.117543,710.754776,1113.725628,627.174389,429.027908,752.308245,928.522983,505.294299,712.265861,683.548214,723.315217,627.720454,335.045846,938.952717,638.30759,533.163024,705.228927
RPL12,826.738071,512.992658,244.493193,412.162457,608.326199,470.523812,1173.594018,630.93018,863.369737,928.100594,937.743853,684.170096,890.871745,1585.369488,905.050165,1070.683876,940.729892,1527.947758,766.13521,724.063415,1171.273133,553.651164,1253.772087
RPL13,2246.64056,640.72813,1021.742092,299.385099,1051.751097,1360.799528,430.941259,477.151894,1043.32927,1424.176757,931.779521,1849.285952,1507.471667,1643.226742,646.779329,830.067762,435.800921,726.051676,1200.63946,2248.894058,2269.79846,1890.502151,328.064265
RPL13A,1820.160416,1660.316895,824.69274,1253.888753,1362.71772,1111.752976,1300.559793,1507.78169,3133.721796,1165.660844,1765.974206,2446.141838,2839.280121,1080.258293,1398.000039,1871.694792,1652.433042,2337.824296,2942.01521,2278.002654,2692.999212,2237.942039,1816.479606
RPL14,480.163325,223.347226,345.800406,284.676909,376.398959,294.2735,222.182104,378.790265,530.273122,447.141537,453.9096,711.863382,364.622645,222.11281,424.23553,624.872477,788.242771,929.695229,565.405873,442.206777,435.398968,346.975371,611.532502
RPL15,1918.223087,732.196,991.155893,1529.272581,1364.177027,1249.474561,1527.158337,1096.5502,1640.230348,1466.349535,1204.474371,1930.260974,2340.808445,1074.135851,1618.427604,1661.420915,1695.896452,2669.87298,2992.536665,1713.241839,548.178599,995.739386,795.912665
RPL17,1655.154207,919.308766,734.106159,755.659561,1094.970206,837.232081,862.038938,1367.685534,1860.271969,661.428688,859.801401,1915.992455,1289.207573,794.863488,888.772668,1568.714527,2066.232183,1397.363038,711.178166,1050.742232,1024.096954,787.848215,1133.436986
RPL18,1212.014167,1139.567407,359.992035,642.250117,1641.666523,593.727591,589.704045,686.141219,849.034235,775.161971,756.202502,1340.162688,1251.043356,708.297655,999.043606,1114.114764,641.101763,856.026808,1722.503943,1111.767246,684.094655,1084.708803,734.734549
RPL18A,3533.152398,1631.856041,1421.376184,1271.602104,4377.091628,2322.371373,1907.245463,1899.58561,3189.182785,1619.413125,1119.852474,3267.230715,3563.349779,2248.686987,2231.309825,4064.271884,3847.022159,2966.696313,3384.050699,2922.017512,4237.571451,2977.121812,1738.71048
RPL19,2164.651985,486.539283,661.796601,706.393346,1992.388474,1085.297748,684.762508,841.133669,1597.370066,797.60317,1151.98982,1775.010579,701.303566,1078.109787,1289.43663,861.584597,2272.914726,2595.965811,1732.626758,1147.338792,614.517724,957.437981,390.858478
RPL21,971.523094,444.077274,941.366091,267.232891,938.598696,879.703263,887.511259,12234.35422,969.13647,1066.842739,828.115229,797.273566,1090.716232,582.675515,2343.453219,1105.200768,1717.571437,2809.271062,1910.317168,4316.649442,587.21246,654.613237,892.211353
RPL22,126.063109,162.957234,167.65298,83.308087,113.012316,112.446791,40.189963,71.279363,139.258063,227.726328,122.441625,150.954547,94.933159,24.278321,135.504256,168.465505,104.0883,146.179445,146.157613,81.507886,15.491609,172.570061,131.341247
RPL22L1,25.50317,98.478724,4.482819,14.572441,5.733086,61.331192,2.926665,15.705993,11.039826,94.66588,95.059506,11.088068,96.648174,13.727502,390.280086,7.156592,61.047347,112.562988,52.135492,293.560367,68.544579,0,14.282215
RPL23,1612.31852,1519.581738,1877.584641,1351.431998,2240.576099,1755.628765,1005.421949,1860.991487,1902.216541,1586.38113,1158.347597,2017.81304,1934.859587,1809.525425,1779.819969,1694.417947,2496.840863,2397.076113,966.962849,2130.466474,1622.723349,967.996752,1357.69138
RPL23A,692.325753,857.249839,986.250545,289.787397,1327.204162,938.027748,1215.873943,1077.321614,1700.267817,887.582548,904.717549,1659.807499,1452.047981,735.644044,1010.769071,1189.69559,1569.014551,1895.515209,1330.051551,720.844454,1005.161064,578.641847,894.767922
RPL24,1114.675202,816.886674,476.122611,1144.446453,870.186983,458.722105,880.206071,1015.954367,1002.765829,1070.18703,620.352472,1087.170097,834.543258,771.621745,843.325962,771.177756,1153.010681,796.756701,564.45955,247.250163,674.998569,656.7918,312.353548
RPL26,285.869746,484.453976,407.604247,126.470081,681.734529,431.24261,488.375643,249.923623,755.162302,998.485457,608.994274,1294.729649,598.151122,367.46266,341.658682,409.169642,486.290019,1268.550679,586.783224,492.02434,406.285976,86.007456,217.149265
RPL26L1,84.041057,202.175678,47.912155,25.071985,17.795643,107.78922,172.93644,5.654988,38.982138,23.55543,59.51114,75.112044,92.449486,53.288699,88.492574,330.36074,141.624934,187.61891,96.182581,0.84698,31.167574,259.860948,54.099261
RPL27,7016.966526,4587.03986,4649.794212,1978.2946,6755.071961,5221.196245,2506.191994,3048.72365,8103.089059,4404.664493,3949.785908,6819.398127,5708.685887,3339.265489,2496.462455,5865.990872,4272.927052,3628.841365,2487.773239,1202.459861,6482.139302,3882.220626,3358.25195
RPL27A,1146.665977,670.584057,759.644657,259.630551,910.826505,199.374216,472.715721,725.743171,1239.854209,838.653754,1486.136017,1123.415851,1005.690801,415.083292,851.593186,963.755785,1026.452777,1092.967291,813.459062,1017.581563,755.324749,744.640602,500.982375
RPL28,460.94585,196.612716,97.312925,278.570774,585.606272,466.043265,512.549984,242.209526,800.066039,291.816093,265.09225,500.461772,497.921205,337.96655,413.87406,429.863134,386.777752,355.906788,294.87334,560.501906,617.78837,250.527796,431.478048
RPL29,652.987867,726.368417,420.410732,436.592626,995.088066,691.652322,373.709879,505.931529,1327.677521,535.694037,417.806928,1220.682289,813.520574,634.071843,838.666301,552.83853,981.747568,868.800952,1138.621882,171.415477,551.805557,700.424693,406.832076
RPL3,961.715024,1315.417592,1925.624804,977.701684,1739.948841,1702.120427,1422.0475,1510.689673,3068.610068,1889.171849,1731.674594,1560.601703,1816.9115,2427.66586,1840.986007,1400.610169,3264.116577,3075.460858,3944.941856,1600.952995,2884.031935,2978.191199,1357.303431
RPL30,2013.565247,1679.273151,2294.517918,1718.061714,3082.690231,1499.328307,2276.500929,2590.209238,3550.308059,2150.179726,1724.790434,3861.79857,2079.280472,2061.090721,1742.011258,1727.477325,2098.490728,2097.164874,1193.867768,938.889964,1742.106107,1241.385749,1100.323661
RPL31,1191.314143,1086.507159,585.484547,78.358182,997.388906,701.493341,892.761012,1076.662997,1064.450639,1493.263016,1128.259013,1681.242843,1599.636967,1058.472616,1085.680701,916.039639,1227.999304,1173.961435,710.010867,652.685882,1150.493071,784.47874,736.528726
RPL32,801.445074,569.176018,502.427079,576.391225,979.635884,275.292421,529.933655,398.343251,1093.554023,1114.091088,497.293766,1550.555287,1175.516116,304.13487,1021.538009,764.789342,899.366167,1267.307611,680.022123,280.946373,584.368687,398.617413,526.554151
RPL34,1226.91798,480.090426,714.274248,376.447583,1377.998751,359.813637,1169.945214,1007.774943,843.941735,581.044643,884.583776,740.694944,1117.841004,617.868973,834.794779,939.213501,1274.519226,834.368676,1706.525569,1525.677795,552.319741,1684.928608,374.68104
RPL35,668.195887,487.066367,764.578401,694.988327,947.878154,827.726041,424.3873,368.244723,1055.047866,715.391651,834.016497,1045.981492,1115.892005,587.38801,816.196324,1267.70156,1162.1392,1126.097189,410.336226,799.680468,1281.937733,1933.375213,743.402061
RPL35A,1369.815506,1355.204201,909.359875,1023.388157,1646.153995,1705.030845,1373.054317,1420.301919,2928.853065,867.395409,1648.286009,2048.212123,1814.845217,908.768666,1526.543669,1884.805244,2240.723278,1945.847865,1533.426381,578.515439,1281.325408,230.274971,876.28865
RPL36,775.525029,451.658789,339.889298,510.473379,792.018449,637.958358,805.305593,553.869111,1091.721006,976.827418,587.597539,568.661513,717.71319,633.938219,1084.108271,1082.042045,1081.964092,1046.21867,1100.815002,486.379809,859.857551,908.247068,513.258467
RPL36A,2639.509514,1009.93828,956.383043,1017.097231,1564.378452,1151.008782,1177.907444,1027.311953,2291.261968,2371.161068,1736.468546,2611.917083,3082.225578,1639.910343,1138.446357,2683.533031,2823.655792,1601.182923,1696.665918,1839.693107,2179.321786,1396.616811,2282.890565
RPL36AL,310.258054,358.389589,436.20045,75.334736,380.979508,232.956173,347.284549,290.630393,282.433787,417.816048,240.834654,126.271029,481.235225,511.546536,78.615376,501.227793,489.529325,560.746246,237.449374,149.855459,212.945867,216.684624,307.419575
RPL37,1043.971244,376.745794,457.808098,204.633744,740.887696,874.731803,429.539221,651.826157,1074.616535,819.773473,680.553813,1032.426359,809.025755,293.787139,322.159836,601.544461,701.683788,661.098722,551.522351,844.369303,332.158445,932.951747,699.387347
