Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR5023517,0,  0.044452,  0.811665,  0.355943,  0.744281,  0.068815,  0.724023,  0.359660,  1.854177,  2.599260,  5.008958,  3.450684,  0.045996,  0.000000,  0.917764,  1.057399,  0.165183,  0.000000,  0.000000,  4.937012,  6.612485,  0.035728,  0.641557,  0.369364,  0.051135,  0.751893, 14.095438,  0.000000,  1.235760,  1.072863,  0.902223,  0.019880,  0.000000,  0.595999,  0.076516,  0.000000,  4.432825,107.669958,  0.022376,  2.400032,  1.405485,  0.026246,  1.232655,  0.000000,  1.320162,  2.853323,  0.346904,  2.091292,  0.177742,  0.692990,  3.232961,  0.104088,  0.504665,  0.000000
SRR5023518,0, 0.000000, 1.734128, 0.397260, 1.852295, 0.094676, 0.310507, 4.242039, 0.924095, 4.192857, 6.566651, 0.358759, 3.714499, 0.604552, 0.070271, 1.504054, 0.367929, 0.599790, 1.713193, 0.940424, 2.392794, 0.285546, 0.422241, 0.232330, 0.000000, 0.327365,18.454745, 0.000000, 0.118000, 0.000000, 0.198344, 0.000000, 0.000000, 0.434098, 0.877159, 0.061184, 0.080809, 2.052105, 0.000000, 3.666812, 0.036868, 0.000000, 3.230866, 2.766062, 0.338195, 0.000000, 1.084279, 0.729706,11.717268, 0.411003, 0.520969, 0.000000, 0.499492, 0.197352
SRR5023519,0, 0.000000, 5.690289,13.151644, 1.065217, 0.000000, 1.109162, 0.080219, 0.606441, 9.263722, 0.309068, 0.308646, 0.000000, 0.000000, 0.240028, 2.966587, 0.000000, 0.000000, 0.176430, 0.000000, 2.055031, 0.000000, 0.000000, 0.000000, 2.498416, 0.114369, 2.447415, 0.166394, 0.000000, 0.000000, 0.000000, 0.998154, 1.603823, 1.700254, 0.000000, 0.598377, 2.297311, 0.000000, 0.000000, 0.211619, 1.256262, 0.091896, 0.327514, 0.141693, 0.744843, 0.000000, 0.232155, 0.106088, 1.502996, 0.055995, 0.175315, 0.000000, 0.000000, 0.371499
SRR5023520,0,0.177817,3.873583,4.865063,1.351358,0.364850,1.493065,3.177777,2.124710,1.159725,4.691662,1.292562,0.033787,0.285171,0.235521,3.833715,0.099132,1.723468,3.984212,4.363556,5.810206,0.883015,0.950921,2.101267,0.143492,0.382725,3.320077,0.206448,1.453775,0.046625,1.445623,0.117828,0.091276,1.213773,6.876738,1.098303,1.102672,0.620716,0.278553,1.630395,1.738836,7.013584,0.374812,0.117759,1.665232,7.540893,0.302320,0.240221,2.611988,1.088458,0.321486,0.000000,0.000000,1.819932
SRR5023521,0, 0.000000, 7.197378, 2.000478, 1.283225, 0.000000, 1.195860, 1.276163, 0.716278, 0.000000, 0.114250, 1.338942, 0.031599, 0.382176, 0.143417, 3.007016, 0.196213, 2.127120, 4.327511, 0.204090, 4.104308, 0.000000, 0.712854, 0.000000, 0.500352, 2.027233, 0.000000, 0.535731, 0.000000, 0.254042, 0.000000, 0.955665, 0.170903, 1.448197, 0.050679, 0.063705, 0.177494, 0.039883, 0.000000, 1.267806, 0.040730,15.211313, 2.321488, 1.253197, 0.721920, 3.231102, 0.000000, 2.367448, 0.500978, 0.294448, 0.000000, 0.050615, 0.000000, 0.000000
SRR5023522,0, 0.000000,12.229030, 0.109275, 0.333680, 0.000000, 1.647424, 0.877722, 1.513114, 2.075949, 2.668062, 0.156285, 1.142562, 0.031519, 0.000000, 0.434540, 0.000000, 0.000000, 9.655685, 0.131137, 8.772632, 0.000000, 0.270341, 1.218206, 1.939101, 0.245973, 4.971463, 0.189841, 0.110864, 0.000000, 0.171046, 3.109402, 0.000000, 1.437641, 4.664304, 0.568060, 0.191380, 0.291520, 1.600671, 2.515648, 0.202659, 3.080343, 6.988561, 0.455412, 3.868107, 8.681430, 0.516932, 0.139563, 4.474519, 0.000000, 0.227490, 0.712082, 0.000000, 0.000000
SRR5023523,0, 0.000000, 7.718002, 0.127586, 0.225613, 0.647763, 0.151090, 0.229269, 1.782351, 0.815879, 1.381440, 0.646272,38.164558, 0.000000, 0.059150, 0.523963, 0.000000, 0.000000, 1.132456, 0.237574, 3.589864, 2.751403, 0.041967, 0.314372, 0.060747, 0.000000,17.275479, 0.163680, 1.414133, 0.608457, 2.869297, 0.077344, 0.000000, 0.000000, 2.779755, 0.189618, 0.149695, 0.813136, 0.000000, 0.685362, 0.031694, 0.000000, 1.742157, 0.810421, 1.023637, 0.000000, 0.000000, 0.060242, 0.461422, 2.170674, 0.000000, 0.072896, 0.911962, 0.000000
SRR5023524,0,0.000000,9.580973,0.414741,1.430790,0.000000,1.439106,1.239221,1.813815,6.364335,2.147449,0.210506,1.492646,0.078492,0.248562,1.736998,0.116238,3.966536,3.203546,0.212992,9.857291,1.861484,0.466086,0.835567,0.162589,0.446110,8.875137,0.166876,2.129498,0.554472,0.001869,0.159696,0.000000,7.843301,1.873417,0.037301,0.000000,1.245656,0.069793,3.879910,1.076741,0.000000,1.634372,0.562218,1.537133,0.104631,1.945051,0.096733,1.611804,0.349218,4.005110,0.601837,0.000000,0.471905
SRR5023525,0, 0.163315, 0.549594, 0.731834, 1.144167, 1.018728, 1.546360, 0.983445, 5.135277, 0.467004, 3.288147, 3.539172, 5.347361, 0.235470, 0.071796, 4.486973, 0.900372, 0.000000, 2.983207, 2.062411, 6.173093, 0.474281, 0.624835, 0.075249, 0.433828, 0.841101, 4.007758, 0.767769, 0.624063, 0.082133, 2.681187, 0.121346, 1.681500, 1.187726, 1.812387, 1.478381, 0.435811, 0.391356, 0.771214, 3.999745, 1.299910, 0.035457, 5.352067, 0.453029, 1.322550,15.811586, 1.518119, 0.466025, 0.258864, 0.186914, 4.081364, 0.532185, 0.161907, 0.000000
SRR5023526,0,0.048794,4.768873,0.092684,0.000000,0.000000,0.379364,0.405801,1.852315,0.000000,3.470690,1.595121,0.000000,0.080725,0.256186,2.284184,0.000000,0.000000,0.226617,7.360306,2.722557,0.088483,0.555158,0.000000,0.893530,3.221174,4.873605,0.000000,0.000000,0.145687,0.640462,0.237284,0.000000,1.244689,1.462806,0.000000,3.145238,0.736440,1.057756,1.520537,0.000000,0.000000,1.953209,0.072975,1.510346,1.425563,0.000000,0.112093,3.748562,0.000000,1.982135,0.000000,0.225323,0.000000
SRR5023527,0, 0.448832, 3.654635, 0.874240, 0.311588, 0.000000, 0.930052, 0.626169, 4.803105, 0.000000, 0.965941, 2.712821, 0.000000, 0.029404, 0.238750, 0.881128, 0.339646, 0.000000, 4.089475, 1.027157, 0.373822, 2.092134, 0.196628, 0.207356, 0.061854, 1.113878,20.992667, 0.165825, 0.500829, 0.828555, 0.000000, 0.023599, 0.000000, 0.093480, 0.978129, 0.000000, 2.182492, 0.510867, 0.378087, 1.766068, 0.000000, 1.502207, 1.636728, 0.299685, 4.455509,11.634775, 0.082576, 0.272985, 0.000000, 0.516416, 2.305521, 3.653413, 0.146211, 0.000000
SRR5023528,0, 0.000000, 6.962219, 1.311625, 2.465612, 0.000000, 0.507085, 1.228157, 2.545057, 2.038921, 0.924240, 1.763608, 1.487842, 0.000000, 0.411427, 0.984345, 0.456298, 8.062642, 2.917781, 1.389885, 6.811239, 1.343299, 3.799670, 4.471982, 0.311540, 0.841937,65.415523, 0.190934, 4.221641, 0.000000, 0.394496, 0.135831, 0.338115, 1.640719, 1.432608, 1.220989, 0.577936, 0.273418, 0.072653, 4.542178, 0.000000, 0.035830, 0.613442, 0.000000, 5.345931, 0.385140, 0.473089, 0.945054, 0.123603, 2.682133, 4.522522, 1.859728, 0.415168, 0.398846
SRR5023529,0, 0.000000, 3.891089, 1.985643, 5.981262, 0.000000, 2.182629, 0.339980, 1.023332, 1.707079, 6.407542, 3.748173, 7.880125, 0.000000, 2.906458, 4.532213, 0.101877, 0.000000, 3.004776, 1.168172, 8.338788, 0.249059, 0.057840, 0.160342, 0.069421, 4.028371,11.802223, 1.368252, 6.779545, 0.000000, 0.576765, 0.029146, 0.000000, 0.218286, 4.597099, 0.000000, 1.915935, 1.604489, 0.126660, 4.340748,14.267247, 0.078907, 2.155452, 0.590267, 4.495086, 6.063348, 1.553978, 0.168809, 6.014916, 0.627944, 3.183864, 0.089936, 0.531925, 0.401137
SRR5023530,0,0.576514,1.533487,0.333867,3.307221,1.246843,2.035273,2.927073,4.134138,0.841814,9.508470,1.519038,0.000000,0.503468,0.105920,0.916095,0.000000,0.000000,2.352525,0.410757,7.370914,1.405163,0.939817,1.932054,1.286927,0.599092,9.012877,0.555533,1.849636,0.000000,1.263750,0.169849,1.419386,3.681412,0.550459,0.164092,0.141119,0.329734,1.453643,1.142112,0.459101,0.000000,1.396755,0.328852,3.577067,2.272349,0.478573,1.672788,4.556009,0.879766,1.343469,3.075602,0.547560,0.968711
SRR5023531,0,0.508648,5.906908,0.142928,0.862225,0.452221,0.906125,1.172105,3.031052,2.497725,2.399009,0.000000,0.041542,0.129540,0.000000,1.646451,0.713362,0.000000,0.463889,0.700718,2.879377,0.259913,1.587547,0.522885,0.000000,3.174109,6.323903,1.114113,0.250290,0.258439,1.013008,0.071229,0.343631,0.821829,3.929353,1.182247,3.081767,1.013197,1.326611,4.320000,1.247940,0.000000,3.951694,0.550964,1.511034,2.231214,0.790597,0.916816,0.194364,0.259105,1.720775,1.922397,0.547089,1.853002
SRR5023532,0,0.151985,0.342361,2.516256,0.313255,0.000000,0.284585,0.582167,1.652827,0.000000,2.280858,1.051483,0.131165,0.000000,0.136149,2.785016,0.058382,0.000000,0.255087,5.566018,6.728980,0.403306,2.818637,0.152782,0.063559,1.362519,4.830347,0.046939,0.000000,1.859682,1.208945,2.848599,0.101427,0.000000,8.645251,0.060965,0.000000,0.896663,0.000000,5.469986,0.000000,0.000000,6.183923,0.428161,4.116984,0.000000,0.633927,0.791095,2.297901,0.061251,0.175048,2.629134,0.000000,0.717522
SRR5023537,4,0.000000,0.000000,0.053047,0.372237,0.000000,0.000000,0.037686,0.192642,0.000000,0.337555,0.497655,0.000000,0.000000,0.134244,0.065839,0.000000,0.000000,0.657771,0.000000,0.391767,0.000000,0.000000,0.226087,0.000000,0.000000,5.535025,1.092203,0.000000,0.483531,0.118381,1.694249,0.000000,0.000000,0.408730,0.000000,0.000000,0.000000,0.000000,0.844429,0.000000,0.000000,3.399338,0.000000,0.507059,0.000000,0.000000,0.043913,0.861657,0.038263,0.071456,0.000000,0.000000,0.000000
SRR5023540,4,0.085128,1.007968,0.902345,0.457477,0.310056,0.235005,2.017343,5.545483,0.000000,0.488032,0.372673,1.686863,0.000000,0.055556,1.842660,0.171525,0.000000,1.513767,0.996774,0.807683,0.038990,0.081834,0.221589,0.000000,0.650645,8.327257,0.000000,0.000000,0.093139,0.431998,0.048002,0.000000,0.611569,0.037760,0.602637,1.341735,2.165818,0.235908,2.869872,0.139665,0.028452,0.921241,0.065194,1.264997,5.351693,0.073723,1.605707,0.000000,0.963551,0.600395,0.192116,0.081403,0.084889
SRR5023543,4,0.119949,2.049885,0.143193,0.057452,0.000000,0.233462,0.068136,2.402606,0.000000,0.160388,2.287231,0.875638,0.000000,0.043459,0.153564,4.207027,0.000000,0.056492,0.000000,0.061579,0.000000,0.068005,0.000000,0.000000,0.769615,0.000000,0.193094,0.093562,0.031119,0.000000,0.000000,1.497717,0.485808,0.000000,0.000000,0.000000,2.171724,0.053176,1.341306,0.000000,0.000000,1.272500,0.175914,1.061739,8.429551,0.000000,0.079061,0.100654,0.957273,0.000000,0.000000,0.089885,0.346218
SRR5023544,4,0.056222,2.276110,0.461844,0.179102,0.000000,0.669110,0.047571,3.061503,2.409224,0.156643,0.399963,1.756907,0.000000,0.544594,0.134608,0.467296,0.000000,1.096043,0.204669,0.186800,0.000000,0.046733,0.155811,0.036550,0.191167,4.869506,0.000000,0.000000,0.000000,0.000000,0.000000,0.952333,0.075706,2.447862,0.463712,0.140240,0.018658,0.000000,0.782339,0.000000,0.059243,0.215768,0.000000,0.000000,0.687519,0.000000,0.073696,0.000000,0.000000,0.185092,0.000000,0.000000,0.059008
SRR5023546,4, 0.000000, 0.000000, 0.057648, 0.401261, 0.000000, 0.150094, 0.262397, 0.673579, 0.077809, 0.033506, 0.106021, 0.000000, 0.000000, 0.000000, 2.826099, 0.000000, 0.000000, 0.000000, 0.000000, 0.034245, 0.000000,21.307258, 0.000000, 0.000000, 0.090919, 0.548478, 0.000000, 0.278482, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.283982, 0.000000, 0.000000, 0.737251, 0.000000, 0.000000, 0.045809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.032062, 0.000000, 0.000000
SRR5023547,4,0.000000,0.000000,0.145770,0.062831,0.000000,2.419763,0.154804,3.415395,0.027281,0.191601,1.525801,0.000000,0.047390,0.032211,0.868143,0.039837,0.308191,0.022546,0.031812,5.538382,0.000000,0.045819,0.045148,0.000000,0.000000,0.000000,0.088454,0.000000,0.020480,0.000000,0.299033,0.000000,0.000000,0.000000,1.531797,0.000000,1.819158,0.078073,0.269859,0.000000,0.000000,0.369386,0.222254,2.489255,3.178681,0.000000,0.012626,0.789721,0.000000,0.000000,0.710000,0.130940,0.000000
SRR5023554,4, 0.159989, 0.251264,12.035527, 0.429239, 0.050118, 0.094696, 1.382289, 0.550867, 0.000000, 0.884726, 0.871131, 0.000000, 0.136252, 0.240678, 1.163668, 0.064271, 0.000000, 0.000000, 0.000000, 1.456832, 0.030676, 0.157806, 0.044113, 0.000000, 0.274765, 1.004764, 0.152401, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.433574, 0.000000, 0.175332, 0.000000, 0.801802, 0.000005, 0.494356, 0.000000, 0.095931, 1.525549, 0.000000, 0.412578, 0.090299, 0.000000, 0.074362, 3.494749, 0.088993, 0.155900, 0.000000, 0.062723, 0.280835
SRR5023557,4,0.000000,0.000000,1.348729,0.000000,0.000000,5.811582,0.000000,0.000000,0.204776,0.089634,0.502316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029872,0.000000,0.723259,0.000000,1.383508,0.000000,0.000000,0.204065,0.523873,0.000000,0.688361,0.614107,0.000000,0.000000,0.000000,0.050382,0.000000,0.000000,0.000000,0.018285,0.000000,0.156499,0.041202,0.020849,0.000000,0.000000,0.000000,0.000000,0.248536,0.055970,0.000000,0.096207,0.000000,0.000000,0.000000,1.401759
SRR5023561,2, 0.000000,63.296472, 0.429002, 0.517444, 0.147557, 0.273629, 1.451426, 0.171541, 0.916971, 0.781010, 0.000000,21.972188, 0.234367, 0.709408, 1.936803, 0.234429, 2.656783, 0.000000, 0.064724,17.710248, 2.162454, 1.352381, 0.116690, 0.222081, 0.221608,24.930322, 0.000000, 0.948269, 0.000000, 0.000000, 0.122003, 0.083558, 0.170323, 0.000000, 0.060563, 0.304826, 1.211734, 0.047608, 1.267460, 0.033007, 0.029969,14.545989, 0.069371, 0.131714, 4.735719, 0.000000, 0.062151, 0.085064, 0.051521, 5.851825, 0.076849, 0.000000, 0.642802
SRR5023565,4,  0.000000,  0.000000,  4.360138,  2.675595,  2.066922,  0.422345,  1.465032,  3.761969,  7.226182,  4.599687,  0.641192,  0.349330,  0.602057,  0.000000,  6.545933,  0.546275, 26.165904,  2.348221, 34.464877, 18.287662,  1.616711,  5.654412,  0.145106,  0.000000,  4.810466,218.043207,  0.000000,  0.000000,  0.104914,  0.361718,  0.284046,  0.000000,  0.000000, 12.849803,  0.136429,  2.003883,  1.028532,  0.064673,  4.603753,  2.043622,  2.609542, 11.204729,  1.358539,  0.000000,  0.000000,  0.205883,  1.286596,  0.629030,  3.276750,  2.024684,  0.000000,  0.323498,  0.238793
SRR5023566,4, 0.100792, 0.000000, 1.001952, 1.955081, 0.518013, 4.517654, 1.140985, 7.522874,10.774499, 2.096652, 1.259799, 3.094052, 0.000000, 0.000000, 2.120899, 0.126219, 0.000000,11.318590, 0.637375, 3.855244, 4.175323,45.087190, 0.109807, 0.195696, 0.165761,26.072235, 2.146896, 0.855315, 0.000000, 0.000000, 0.040661, 0.000000, 1.406766, 0.000000, 0.000000, 0.119063, 0.096882, 0.000000, 1.428360, 2.898699, 0.051798, 3.035890, 0.306143, 3.295913, 0.000000, 0.750380, 0.034987, 1.019474, 0.304963, 2.180653, 0.062948, 0.000000, 0.000000
SRR5023569,4, 0.194428, 0.462606, 0.487415, 1.861522, 0.000000,20.169212, 1.407231, 0.772899, 4.957481, 3.807151, 3.584570, 4.497723, 0.376699, 0.181206, 3.115206, 0.703172,25.920528, 2.142747, 0.428748, 7.577488, 2.027713, 0.109051,10.268705, 3.810091, 0.544877, 4.126121, 0.000000, 0.000000, 0.000000, 0.330008, 0.036666, 2.221146, 8.822470, 0.000000, 0.000000, 0.105743, 0.663926, 5.918138, 2.781791, 0.526227, 0.418967, 0.000000, 0.000000, 0.000000, 0.000000, 0.508921, 0.309354, 0.000000, 0.256110, 0.000000, 0.000000, 0.106166, 2.760579
SRR5023570,4, 0.000000, 0.226809, 3.130485, 2.397523, 0.175436, 0.169948, 0.497937, 0.892996, 2.069262, 2.289391, 4.860961,35.810427, 0.366490, 0.000000, 0.071622, 0.569121, 0.000000, 2.415539, 0.294252, 5.396518, 0.000000, 0.425918, 0.097323, 0.000000, 0.298638, 9.387427, 0.000000, 0.430713, 0.000000, 0.000000, 0.033062, 2.735492, 0.000000, 0.059131, 0.037447, 0.205197, 0.923364, 0.422511, 1.215206, 0.544977, 0.000000, 1.777152, 0.569554, 0.394890, 0.346659, 0.742947, 0.224661, 1.068187, 0.657146, 0.000000, 0.000000, 0.000000, 0.000000
SRR5023571,4, 0.082698,16.895084, 1.559850, 2.684323, 0.305258, 1.994705, 2.825548,18.860393, 4.444725, 2.864755, 5.312396, 9.938684, 0.000000, 6.000668, 2.505597, 1.028393, 0.069811, 4.359603, 9.082457, 8.279758, 0.064110, 2.727409, 0.000000, 0.086056, 1.121506,20.772328, 0.059554, 1.914838, 0.181601, 0.296914, 0.064513, 0.000000, 0.000000, 0.244936, 4.940030, 0.102181,15.398407, 0.433463, 3.132397, 2.610213, 0.000000,13.505920, 0.000000, 0.000000, 9.543751, 1.843193, 6.551569, 2.088731, 0.000000, 1.162486, 0.000000, 0.655217, 0.395216
SRR5023573,4, 6.793518, 0.000000, 6.403459, 1.272601, 0.000000, 0.111923, 0.280893, 1.096555, 0.227630,12.018613, 0.000000, 0.156896, 0.000000, 0.923609, 5.785521, 0.570155, 0.000000, 7.949148, 0.084049, 5.322697, 0.000000, 0.000000, 0.092571, 0.917994, 0.069621, 0.000000, 0.427729, 0.073877, 0.000000, 0.000000, 0.335880, 0.000000, 2.523527, 0.000000, 0.320415,14.235134, 1.015845, 0.000000, 1.455802, 0.000000, 0.956197,23.120931, 1.279253, 0.000000, 0.179497, 1.105542, 0.032564, 0.000000, 0.084320, 0.142991, 0.000000, 0.000000, 0.000000
SRR5023574,4,54.100009, 5.985765,23.630489, 0.249119, 0.000000, 0.000000, 0.292636, 0.375103, 0.000000, 0.120825, 0.146837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.130628, 0.060402, 1.042232, 0.000000, 0.000000, 0.062059, 0.000000, 0.051859, 0.000000, 0.041485, 0.000000, 0.386829, 0.468067, 0.810658, 0.072120, 1.331315, 0.043160, 1.067165, 0.000000, 0.027191, 0.682096, 0.335989, 0.030417, 0.000000, 4.111787, 0.066769, 0.287460, 0.670136, 0.000000, 4.317582, 0.000000, 0.000000, 0.108047, 0.000000, 0.000000, 0.085064
SRR5023575,4, 0.125438, 0.174809, 2.692232, 2.099162, 1.153430, 0.117889, 1.475044, 7.527010, 0.853645, 1.754140, 1.392068, 0.079785, 0.214815, 0.168502, 1.869739, 0.061839, 0.000000, 6.122163, 0.076156, 4.925775, 4.320611, 0.407520, 3.293702, 0.191571, 3.502576,13.548750, 0.173445, 0.530006, 0.000000, 0.000000, 0.067905, 0.121809, 0.356586, 0.057375, 0.879945, 1.116019, 3.585203, 1.197290, 4.465833, 0.211617, 1.578662, 4.031508, 0.105045, 0.400308, 3.821096, 0.433859, 0.070389, 7.326166, 1.274338, 2.362472, 6.871872, 0.530536, 1.195031
SRR5023576,4, 0.061013, 2.005823, 0.411018, 1.063029, 0.277592, 0.000000, 0.108619, 0.602893, 0.135677,18.362817, 0.168134,18.713061, 4.255355, 0.000000, 4.937299, 0.000000, 0.000000, 0.254966, 1.175750,11.734197, 0.057256, 2.212311, 0.000000, 0.000000, 0.820765, 7.642938, 0.453460, 0.245214, 0.154930, 0.000000, 0.170872, 0.423486, 1.035505, 0.000000, 0.442013, 0.290157, 0.159344, 1.555399, 4.297007, 1.003106, 9.083085, 1.691960, 0.393819, 0.555987, 2.996605, 0.716678, 2.314446,45.164393, 2.965541, 0.000000, 0.000000, 4.537722, 0.625194
SRR5023578,4, 0.000000, 2.074785, 0.896720, 1.647155, 1.022660, 1.456376, 0.797792, 0.809944, 0.609345, 2.722505, 0.806770, 1.182980, 0.068604, 0.146798, 4.358077, 0.979915, 1.690384, 0.243984, 0.471203, 4.625237, 0.049355, 0.050394, 0.000000,10.114273, 1.874863, 7.490987, 0.000000, 0.000000, 1.130981, 0.186246, 0.000000,12.008585, 0.229386, 0.000000, 0.159710, 0.082854, 0.545145, 0.585878, 2.838727, 3.542514, 0.082969, 3.222470, 0.176261, 0.000000, 0.000000, 1.153886, 0.176692, 3.945632, 0.070773, 0.000000, 1.324566, 1.618741, 1.611327
SRR5023579,4,0.060933,0.453061,0.587837,0.250073,0.078333,0.290887,1.388567,4.481300,0.000000,0.580684,1.148110,9.626107,0.069711,0.065392,0.725332,0.000000,0.000000,1.735218,0.423109,4.428874,0.318001,0.167439,0.000000,0.251196,1.411235,5.696363,0.090620,0.111662,0.000000,1.046704,0.078428,0.320963,0.000000,0.381317,0.040249,1.040409,3.496234,1.061246,2.831200,0.000000,0.000000,3.569690,0.000000,0.773218,4.827849,0.150862,0.778467,2.992947,0.000000,0.000000,0.040420,0.774704,0.000000
SRR5023580,4, 0.038653, 2.744644, 0.635667, 1.140633, 0.062112, 0.126214, 1.231537, 0.868007, 2.254017, 2.880208, 0.303651, 2.892911, 0.000000, 0.630242, 0.313190, 0.186121,37.630092, 0.113522, 0.139978, 2.206710, 0.085618, 0.034004, 0.215050, 0.106730, 0.194018, 0.457411, 1.130981, 0.000000, 0.000000, 0.214139, 0.000000, 0.063313, 0.200746, 0.000000, 0.069785, 0.059630, 1.529753, 0.000000, 5.865957, 0.463009, 0.027182,43.559008, 0.298249, 0.120327, 0.211434, 0.712972, 2.051226, 1.302645, 0.000000, 2.960666,10.613781, 2.519504, 2.916851
SRR5023581,4, 0.000000, 3.446087, 0.147596, 1.413220, 0.332318, 0.279528, 0.721486, 0.981289, 2.207990, 1.756397, 0.000000, 2.272480, 0.200895, 0.000000, 2.105564, 0.959675, 1.154008, 0.000000, 0.096323,11.088047, 1.024947, 0.144346, 1.750794, 0.000000, 4.725755,25.390105, 0.347968, 0.000000, 3.685622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.909233, 0.000000, 6.938354, 0.407949, 0.000000, 4.480358, 0.099040, 0.000000, 3.040863, 0.657970, 0.423770, 0.147972, 0.172794, 0.000000, 0.000000, 0.000000, 0.409394
SRR5023584,4, 0.065061, 0.000000, 1.064142, 0.656918, 0.952994,12.995309, 1.177619, 7.960691, 0.567352, 1.089567, 0.334700, 2.784951, 0.000000, 0.075858, 0.507257, 0.278237, 0.000000, 0.213641, 0.000000, 3.257127, 1.293212, 0.402838, 0.216944, 0.077402, 0.158104, 1.052626, 0.310504, 0.633105, 0.086180, 0.631897, 0.147238, 0.000000, 0.000000, 4.098062, 3.102188, 0.000000, 3.465886, 0.150570, 1.533862, 0.036921, 0.076062, 5.681572, 0.000000, 3.526491, 0.300287, 1.141462, 0.374679, 4.595114, 0.239135, 0.500767, 4.909191, 0.426878, 0.112286
SRR5023585,4, 0.176496, 1.435912, 0.693700, 0.796112, 0.288542, 0.366468, 0.953937, 1.080927, 1.219372, 2.477763, 1.249163, 1.666994, 0.000000, 0.087052, 0.458652, 1.592143, 0.000000, 4.519609, 1.755523, 1.314078, 0.182498, 0.000000, 0.819298,13.422618, 0.298551, 8.339052, 0.059286, 0.000000, 2.119947, 0.000000, 0.727295, 0.000000, 0.362686, 0.000000, 0.000000, 0.193796, 1.535064, 0.155832, 0.879673, 0.173525, 0.000000, 4.018019, 1.036995, 0.555785, 1.238413, 0.000000, 0.452670, 4.267944, 0.225453, 1.383698, 0.332092, 0.094629, 0.000000
SRR5023647,4,0.062717,0.000000,0.772574,0.392523,0.172337,0.274689,1.323717,1.427305,0.000000,0.499991,0.000000,0.000000,0.000000,0.243663,0.360722,0.034377,0.000000,0.103971,0.115471,1.521773,0.108450,0.026685,4.938438,0.000000,1.291400,1.415788,0.053198,0.232245,0.222092,0.318432,0.000000,0.000000,0.323161,0.054816,0.668872,0.000000,0.854130,0.656845,6.782289,0.780073,0.000000,0.142598,0.282620,0.000000,0.161022,0.727381,0.019792,0.139165,0.252963,0.000000,0.000000,1.431824,0.000000
SRR5023648,4, 0.040127, 0.594989, 0.232719, 2.574910, 1.234623, 0.723851, 0.482717,18.810909, 0.047385, 2.585891, 0.430653, 4.230208, 0.000000, 1.313249, 0.960323, 0.078287, 0.000000, 0.319308, 0.712996, 0.039298, 0.077318, 0.645094, 0.768455, 0.451817, 0.340135, 6.078786, 0.334792, 5.739545, 0.632184, 0.262783, 0.021933, 0.000000, 0.095594, 0.074492, 0.168741, 1.047180,18.238043, 0.068303, 5.504436, 0.142656, 0.000000, 8.127592, 1.970858, 0.761292, 4.009224, 0.529089, 0.673004, 1.552833, 7.970855, 0.092817, 0.067806, 0.000000, 0.000000
SRR5023652,4,0.050123,4.358873,2.723788,0.202432,0.154272,0.865351,0.379033,1.968399,0.000000,0.194749,0.090326,1.124756,0.460297,0.033462,1.255148,0.000000,0.000000,0.000000,0.000000,0.080005,0.022634,0.041312,0.937990,0.062793,1.051527,0.696633,0.044799,0.000000,0.000000,0.000000,0.000000,0.039265,0.577477,0.000000,1.564818,0.000000,0.014721,0.034758,1.751599,0.000000,0.396743,4.776442,0.000000,1.148873,0.000000,0.208985,2.070902,0.000000,0.148964,0.511192,0.000000,0.000000,0.047380
SRR5023653,4,0.000000,0.416385,0.000000,0.120917,0.000000,0.056500,0.108482,2.326441,0.000000,0.018934,0.000000,0.010951,0.000000,0.000000,0.010813,0.462535,2.692005,1.515947,0.000000,0.076820,0.000000,0.000000,0.000000,0.080636,0.000000,0.283138,0.017332,0.000000,0.000000,0.000000,0.000000,0.000000,0.033718,0.000000,0.000000,0.000000,0.035551,0.012237,0.331439,0.193576,0.000000,0.000000,0.139168,3.744417,1.553758,1.451683,0.183200,0.000000,0.000000,0.454418,0.000000,0.000000,0.000000
