Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR2973404,5, 0.395980,15.284385, 0.550311, 0.472633, 0.649641, 0.655228, 1.393492,10.403803, 1.540970, 2.002264, 1.084157, 2.881057, 0.342466, 0.185427, 3.966397, 0.653536, 0.000000, 3.136339, 0.083002, 6.881985, 2.778820, 0.605655, 1.408722, 0.083151, 1.826469,25.080717, 0.306745, 1.635208, 0.000000, 4.795062, 0.143205, 0.000000, 1.840208, 2.219179, 0.000000, 0.104613, 4.175251, 0.034894, 6.130910, 0.235849, 0.043486, 0.152955, 0.801246, 2.600605, 0.878381, 0.487363, 0.784779, 0.615119, 0.945982, 1.795142, 0.588921, 2.874120, 0.968047
SRR2973409,5, 0.647276, 6.328220, 2.535222, 3.099943, 0.188936, 2.139089, 4.401335, 5.387579, 3.806577, 1.833375, 0.425809, 0.034253, 0.117884, 0.309716, 5.102919, 0.198579, 0.000000, 0.241521, 0.217597, 5.541888, 0.336406, 0.207319, 0.635674, 0.168188, 3.080468, 8.017367, 0.000000, 0.631382, 0.136553, 4.489298, 0.032038, 0.671070, 1.517214, 1.461013, 0.277438, 0.093036, 2.032149, 3.118422,12.008933, 0.614969, 0.159377, 6.559384, 1.241773, 3.914354, 0.534390, 0.125490, 8.772470, 0.240892, 0.425557, 0.674667, 0.000000, 0.698552, 1.124894
SRR2973416,5, 0.064399, 7.524059, 2.718888, 2.709942, 0.000000, 0.183167, 2.043828, 3.363602, 0.070454, 2.709613, 0.870579, 9.019054, 0.594886, 1.725446, 5.085316, 0.326329, 0.000000, 1.608317, 0.864685, 2.306176, 0.230609, 0.485327, 1.555160, 0.306642, 6.705499, 7.492500, 0.474692, 5.937782, 0.000000, 1.012009, 1.153344, 3.938022, 0.714513, 1.466915,12.699055, 0.358945, 0.512203, 0.459263, 4.392447, 5.125307, 0.070481, 2.000548, 1.649844, 0.949498, 2.333757, 2.288505, 2.082409, 1.306607, 1.170244, 1.150267, 0.000000, 0.896032, 0.802797
SRR2973417,5,0.000000,0.000000,1.611612,0.000000,0.000000,0.000000,0.328416,0.133165,0.000000,1.538638,0.000000,0.000000,0.000000,0.000000,0.018103,0.098700,0.000000,0.027939,0.000000,0.307989,0.000000,0.000000,0.000000,0.073665,0.000000,7.706216,0.000000,0.000000,0.000000,0.000000,0.000000,0.048513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041114,0.000000,1.003332,0.000000,0.000000,0.000000,0.000000
SRR2973433,5, 0.035175, 6.571562, 1.175331, 1.816452, 0.069519, 1.618177,10.194863, 1.907199, 6.320228, 1.780911, 8.192663,11.364040, 0.026543, 1.066119, 0.870605, 3.238241, 7.621207, 0.709193, 0.645902,12.555268, 1.293796, 0.765863, 0.553175, 1.026549, 0.452727,17.742552, 0.000000, 0.994756, 0.000000, 0.247663, 0.043414, 0.113164, 1.138239, 1.701980, 0.000000, 0.109950, 0.481016, 0.424259, 7.748742, 0.047724,13.352812, 5.003784, 0.000000, 0.435823, 1.840232, 0.051749, 0.393258, 0.865733, 0.304874, 0.527733, 2.642174, 0.959714, 0.805724
SRR2973440,2, 0.174499,22.382343, 3.446955, 2.877950, 3.507578, 1.214844, 0.680158, 6.727257, 9.205788, 5.117271, 3.047066, 0.027227, 0.000000, 0.327791, 2.194119, 0.097753, 2.749350, 0.152898, 0.241153,18.508184, 0.501316, 1.346008, 3.409953, 0.065506, 1.904557,23.115844, 0.228104, 0.231915, 1.703023, 3.515052, 0.108076, 1.540778, 0.416310, 0.078453, 0.000000, 0.147531, 1.340531, 4.206241, 6.462017, 0.719863, 0.029435, 1.919929, 3.498796, 2.147476,42.354110, 2.143290, 0.000000, 0.503416, 0.472165, 3.111841, 0.421708, 0.092104, 0.264522
SRR2973441,2,1.218001,0.405581,0.966823,4.694944,0.257134,0.176853,2.086703,6.209368,5.345977,2.983802,3.210129,2.353191,0.147591,0.082356,7.073861,0.218877,0.499234,2.701528,1.350142,8.103617,1.198622,0.729732,0.000000,0.732706,3.458192,9.279287,0.206384,0.065052,0.043614,7.070637,0.000000,0.303693,0.266027,0.370480,0.000000,5.248451,0.204351,0.179903,9.375241,0.338580,0.080787,5.141084,0.085253,1.018447,1.787437,1.570678,0.206972,0.290906,0.571556,0.000000,0.000000,0.000000,0.324474
SRR2973443,2,11.073725,16.812207, 2.706703, 8.113388, 1.181340, 1.497863, 3.415542, 7.288044, 0.911713, 6.124665, 4.526660, 7.999186, 0.268179, 0.329465, 2.335918, 0.738692, 0.000000, 0.686608, 0.855159, 9.265850, 0.313816, 2.531579,10.425901, 0.000000, 3.989969,30.913237, 0.153866, 5.760958, 0.810050, 0.423171, 0.276392, 7.565136, 0.526126, 0.490930, 0.552916, 0.460218, 1.994752, 0.186948, 6.611401, 0.950948, 0.220930, 1.596339, 0.656486, 1.821793, 0.843810, 0.230169, 0.249501, 4.780463, 3.165637, 3.647234, 5.915746, 0.980083, 4.974011
SRR2973444,2, 0.092794, 9.389409, 6.798630, 1.905472, 0.637985, 1.692108, 2.115750,12.384934, 1.731605, 3.567563, 7.502225, 0.045829, 0.159088, 0.529297, 2.364104, 1.709766, 2.426549, 7.637710, 4.920053,12.730580, 0.395622, 0.530438, 1.711974, 0.114546, 2.393918,16.325799, 0.218073, 3.618402, 0.822109, 0.000000, 0.217373,37.953592, 3.487251, 0.813911, 1.388436, 0.794438, 1.674276, 0.838275, 5.426263, 0.231344, 0.415031, 8.907551, 1.330804, 2.448197, 4.890654, 2.626418, 1.140932, 0.332021, 1.976905, 4.561602, 1.411323, 0.180238, 1.520882
SRR2973446,2, 0.822222,26.097236, 8.035119, 5.633499, 0.987213, 0.274315,10.487958, 5.185642, 4.847499, 3.173392, 0.259992, 2.947517, 0.393644, 0.581375, 5.493424, 4.231029, 5.100538, 2.439387, 0.824035,11.940465, 0.138618, 0.808905,12.384145, 0.278128, 2.276897,13.408804, 0.446998, 4.622432, 8.521651, 1.645582, 0.350567, 3.170699, 4.185403, 5.101098, 1.140111, 0.776895, 1.000406, 0.607234, 7.534604, 0.831958, 0.092892, 4.060960, 0.801924, 1.049047, 2.140803, 0.797513, 1.113525, 2.132065, 3.993057, 2.398405, 0.971668, 0.354367, 0.486471
SRR2973447,2, 13.662529,  2.014964,  0.755492,  3.421796,  0.247350,  0.674278,  5.045110,  9.948865,  6.983080,  2.331492, 11.878910,  2.279182,  0.111415,  0.669827, 14.895072,  1.054920,  1.860774,  0.205045,  0.595279, 29.760067,  1.016341,  0.287262,  0.000000,  0.082205,  2.474645,101.363749,  1.413719,  0.000000,  0.000000,  0.544813,  0.088546,  1.536030,  0.255895,  2.953795,  0.193384,  0.659935,  2.148276,  0.159866, 14.834493,  1.060324,  0.072467,  5.752706,  0.275126,  2.630489,  7.757641,  0.417842,  0.239995,  2.252591,  0.438373,  0.000000, 10.831850,  0.000000,  0.144753
SRR2973449,2, 0.545137, 7.818544, 5.646656, 4.624742, 0.000000, 1.299011, 4.458565,10.495632,14.197748, 4.065262, 9.522063, 0.112722, 1.388796, 0.259436, 6.896877, 9.317754,51.363208, 2.196032, 4.655629,17.017588, 0.100989, 0.690214, 0.139647, 3.670995, 3.272658,23.565711, 0.530516, 1.161296, 0.144819, 0.385482, 0.000000, 0.224964, 2.149153,19.082052, 0.868177, 2.389388, 5.133883, 0.000000,12.646758, 0.063805, 0.253637,15.749606, 1.061924, 1.586279, 4.201156, 1.338036, 0.972939, 2.298294, 1.858571, 2.943773, 0.800063, 2.443364, 7.277092
SRR2973450,2, 0.267813, 0.324648, 3.797842, 2.163896, 0.577609, 1.138047, 2.322323, 7.174834, 2.178710, 3.830280, 2.482006,58.609578, 0.545684, 0.589331, 6.343497, 0.644216, 0.000000, 3.267624, 1.790550, 9.762981, 0.506618, 0.974404, 5.213597, 3.321655, 3.864390,35.042289, 0.329784, 6.396663, 0.071185, 0.000000, 0.141769, 0.625507, 2.602885, 1.292382, 6.762707, 0.288578, 1.744107, 1.535899, 9.309484, 0.404110, 0.410116, 1.941098, 0.512363, 0.000000, 6.072143, 0.778735, 1.689349, 1.227737, 0.565592, 4.072924, 2.827091, 0.142260, 0.000000
SRR2973452,2,0.110463,2.573921,1.809405,1.617782,0.598897,0.773309,1.190068,2.258975,1.439354,2.319398,1.071291,1.672926,0.068561,0.132152,9.225813,0.093166,0.000000,1.136041,0.903088,6.556792,0.809382,0.128811,0.851637,0.276617,3.511737,8.344618,0.000000,2.616882,0.039576,0.000000,0.028624,0.164090,0.620811,0.773003,0.036763,0.390440,2.035725,0.477549,3.375388,0.037099,0.035400,4.717502,0.510096,3.517373,1.210092,3.140523,1.599117,3.522952,1.971508,2.555662,4.776963,0.775301,0.875218
SRR2973453,2, 0.051675, 1.124824, 3.046088, 0.937441, 0.649452, 1.454935, 3.402511, 3.812130, 3.548208, 3.675584, 1.177778, 0.030093, 0.000000, 0.564791, 2.393051, 0.323260, 8.791594, 3.470815, 0.299714,16.808893, 0.936365, 0.203849, 9.210231, 0.401281, 7.871222, 6.287797, 0.000000, 2.067931, 0.037353, 0.000000, 0.129418, 1.839936, 0.646596, 5.000048, 2.193549, 0.407909, 1.658529, 0.130687, 4.678195, 0.032473, 0.062761, 6.709322, 0.356224, 1.098392, 5.397378, 0.264625, 0.793555, 1.594806, 0.810189, 1.238904, 4.241975, 3.660489, 0.543811
SRR2973454,2, 0.067112,17.252466, 4.710826, 5.149126, 1.086184, 0.961969, 2.412777, 2.563874, 0.658134, 2.807760, 5.851754,19.016476, 1.102617, 0.170350, 3.550740, 0.735495, 1.910885, 5.919458, 0.169666,14.107967, 1.683219, 0.354125, 0.641944, 1.848070, 0.582083,13.867376, 0.180204, 0.474639, 0.000000, 0.000000, 0.000000, 0.917901, 2.954494,13.933684, 1.227786, 0.204220, 1.723779, 0.812245, 4.308521, 0.196415,46.197990, 6.831769, 0.214465, 0.699582, 2.731927, 0.124109, 0.524026, 0.520111, 3.536449, 5.495698, 1.582525, 1.151384, 0.000000
SRR2973455,2, 0.446568, 0.455059, 3.017218, 3.818764, 0.594802, 0.352552, 4.371720, 1.721183, 4.056451, 3.701885, 1.663184,42.886821, 0.121678, 0.234568, 5.155239, 1.542740, 1.860448, 1.480289, 0.157808,11.899866, 0.774513, 0.925369, 3.867207, 1.286830, 1.684933, 2.145603, 0.218938, 0.132406, 0.000000, 0.732744, 3.270103, 0.000000, 0.115390, 1.640749, 0.715952, 1.647199, 1.142961, 0.093645, 9.533582, 0.722282, 0.118713, 2.821018, 1.346848, 1.930058, 3.148997, 0.779982, 0.427078, 1.414827, 2.961993, 0.403279, 1.629419, 0.740462, 0.588868
SRR2973456,2,0.146115,1.704913,1.103771,2.056007,0.000000,0.363687,1.694082,4.925381,0.086762,2.091822,3.358255,0.248871,0.047509,0.104593,4.202748,0.000000,3.510324,2.716968,0.746788,8.332135,0.000000,0.146223,2.226663,0.375144,3.691426,0.482742,0.066999,0.084879,0.297885,0.332061,0.023109,1.725049,0.349891,3.368543,0.368972,0.919534,2.149827,0.077534,2.395347,0.415761,0.098751,3.588893,0.132639,0.454177,2.721022,3.820767,1.619791,1.900667,0.000000,5.933450,0.420324,0.237108,0.000000
SRR2973458,2, 0.072016,10.369297, 4.778819, 4.627328, 1.306386, 1.288989, 4.616920, 6.566234, 2.812868, 3.765131, 5.509881,21.491953, 0.125789, 0.288438, 5.258704, 0.445395, 0.000000, 5.442029, 0.550918, 8.962224, 1.055139, 1.633121, 5.058583, 0.495276, 2.952946,23.413720, 1.143660, 4.040064, 0.154321, 4.196570, 0.503683, 0.098422, 0.215088, 0.541283, 0.441048, 4.938291, 3.640127, 0.511960, 7.935115, 0.298668, 0.253325, 2.090712, 0.305949, 5.015128, 0.964405, 0.569284, 0.770929, 2.493527, 3.278799, 2.424768, 0.338629, 0.199907, 1.483145
SRR2973463,2,  0.122243,  2.303689,  9.454202,  5.268810,  0.000000,  0.940758,  3.335104,  8.072046,  8.738903,  7.702425,  0.771012, 48.139413,  0.129402,  0.151428,  5.068132,  4.933356,129.822546,  3.443951, 66.928885, 13.174106,  2.908585,  0.492157,  0.492759,  0.338810,  4.662285,  6.604949,  0.104307,  3.496481,  0.173703,  0.000000,  0.066481,  0.000000,  1.175371, 13.744452,  0.000000,  0.092605,  3.010055,  1.013587, 10.619748,  1.501009,  0.226435, 11.233128,  0.331935,  2.304417,  3.019981,  1.335385,  2.478737,  0.637658,  1.430444,  3.331114,  3.058331,  1.215395,  0.223154
SRR2973464,2, 0.141136, 1.628293, 4.310264, 0.539516, 0.000000, 0.885446, 3.438479, 6.780444, 3.529454, 1.030451, 2.164965, 0.032533, 0.142465, 0.793523, 4.362894, 2.323357, 3.393589, 3.459127, 0.211543, 6.285535, 0.157950, 0.661164, 0.706448, 0.211798, 1.112470,42.419964, 0.200268, 0.189746, 1.195061, 0.191623, 0.000000, 6.806256, 2.824355, 0.051571, 0.253981, 0.000000, 0.183228, 0.058003, 3.861441, 0.036347,34.092265, 4.111601, 1.383704, 1.080259, 0.236137, 0.407360, 1.593972,18.799499, 0.952627, 1.130244, 4.034623, 0.901727, 0.507792
SRR2973468,2,12.014451,16.740811, 4.734043, 2.385572, 0.626144, 1.438351, 5.903307, 6.682794, 7.306401, 1.205212, 8.716019, 1.393353, 0.314883, 0.141891, 5.314329, 0.110632, 9.057704, 4.157229, 1.194456,16.131887, 4.193552, 0.411393, 8.057440, 0.597949, 0.811874,33.815612, 0.225572, 3.477082, 0.120029, 0.800269, 0.000000, 0.202024, 0.658332, 0.213190, 0.150768, 0.000000, 5.052079, 1.349860, 3.422446, 0.555365, 0.232307, 2.491778,13.778882, 0.601501, 0.464066, 0.135349, 0.143249, 0.000000, 2.580501, 2.738721, 0.291235, 0.097493, 0.186436
SRR2973469,2, 0.640946, 8.333790, 5.578694, 1.705091, 0.696139, 0.252648, 5.176515, 2.610953, 3.390980, 1.385646, 2.779499, 6.569035, 0.195906, 0.290715, 4.027938, 0.843969, 3.643735,23.414530, 0.718332,13.190986, 0.068671, 0.287737, 2.788184, 2.517730, 0.702232, 3.927387, 0.204638, 0.897119, 0.057466, 1.414969, 0.315397, 1.143302, 0.301637, 1.924646, 0.000000, 2.264749, 1.019210, 0.000000, 4.096296, 0.049982, 0.572848, 3.955168, 0.000000, 0.506323, 7.658347, 0.722500, 3.226371, 1.525960, 0.627468, 2.942209, 3.329274, 0.347656, 0.000000
SRR2973470,2, 0.079864,20.245471, 1.489479, 0.908327, 0.102499, 0.217255, 4.067786,13.502663, 3.592592, 4.534497, 7.970102, 1.467132, 6.278295, 0.097666, 6.546131, 0.385877,31.696048, 1.498226, 0.255286, 6.382247, 1.958261, 0.057475, 4.940893, 1.267986, 2.314841, 9.349481, 0.455795, 1.281258, 0.057453, 2.516876, 0.036262, 3.019289, 0.326393, 5.556405, 0.044886, 0.202214, 9.988530, 0.406950, 7.726598, 4.878034, 0.000000, 1.342484, 0.566692, 1.218365, 6.328667, 2.363337, 0.765407, 1.550213, 0.597608, 6.193733, 7.626244, 1.517910, 3.192379
SRR2973473,2, 0.268351, 0.000000,34.150590, 2.463325, 0.000000,52.286135, 3.235345, 3.362378, 0.000000, 5.161905, 2.777803, 8.645084, 3.449830, 0.000000, 1.846096, 0.455818, 0.000000, 0.086771,45.301922, 7.628255, 0.865302, 0.000143, 0.731746, 0.156638, 2.858862,25.847822, 0.078282, 0.000000, 0.000000, 5.338594,26.306496, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.881215, 0.000000, 3.553166, 0.114985, 0.112792, 3.729999, 0.317696, 0.000000,23.224768, 0.000000,33.702569, 0.168265, 1.538539, 0.872560, 9.669052, 0.000000, 0.000000
SRR2973474,2,  0.213774,  2.399914,  2.530906,  7.014489,  1.839643,  2.864508,  9.043791, 15.585578, 34.183040,  5.024081,  2.079512,206.030880,  0.902188,  0.698134,  6.038190,  1.238390,  0.000000,  2.079974,  0.075155, 31.652151,  3.442727,  2.070453,  0.880940,  0.085054,  0.706546, 21.528726,  0.166419,  2.907850,  0.139987,  1.366361,  5.546918, 12.025038,  4.437511,  0.055916,  0.452211, 25.188776,  2.638506,  2.044586, 16.308548,  0.117545,  0.463216,  4.494172,  0.851387,  1.688897,  0.093491,  4.202613,  2.691013,  0.236450,  5.139170,  2.343963,  1.336173,  0.545371,  1.500937
SRR2973475,2, 0.156272, 0.000000, 2.465379, 1.216109, 0.934471, 4.846611, 0.295811, 4.878156, 6.994063, 1.567646, 2.444535,28.457718, 0.658758, 4.746200, 5.683831, 0.167510, 2.609926, 0.045921, 1.119056, 8.192500, 3.308446, 1.190555, 0.601925, 9.084038, 1.088234,10.070627, 0.079152, 0.215253, 0.000000, 0.280193, 0.747764, 0.000000, 0.339395, 1.973737, 0.030984, 4.367550, 0.233820, 0.643175, 1.928554, 0.293302, 2.359841, 1.299909, 2.526251, 4.238789, 2.782954, 0.000000, 1.596255, 0.495545, 0.175145, 5.682587, 0.075396, 0.000000, 5.970126
SRR2973476,2, 0.035708, 0.000000, 1.255294, 0.332949, 0.172979, 0.943637, 0.058386, 2.345711, 5.274921, 2.955412, 0.907199, 0.061580, 0.000000, 0.046422, 8.898640, 0.071659, 0.000000, 0.854107, 0.000000,15.255972, 1.370858, 0.038588, 8.108574, 0.046658, 2.224033, 0.000000, 0.000000, 0.171967, 0.025761, 0.000000, 0.077814, 0.057326, 0.255469, 2.084072, 2.307965, 0.123190, 0.129053, 0.018750, 2.598404, 0.225904,16.281327, 3.397276, 1.309781, 0.780928, 0.394974, 0.000000, 0.033565, 7.700501, 0.044949, 0.262671, 1.988250, 0.000000, 0.258957
SRR2973480,2, 0.198608,18.386199, 6.298243, 1.995702, 1.618449, 1.064004, 2.633386, 7.179785, 4.364497, 7.124654, 3.703456,99.234280, 0.307015, 0.316122, 7.858426, 0.201505, 1.589624, 0.047913, 0.448449,25.204426, 0.044778, 0.716250, 5.939011, 0.253945, 3.349954,22.992769, 0.212384, 7.739017, 0.034481, 0.506897, 0.097313, 0.173529, 0.820985, 0.709110, 0.655669, 3.351019, 1.557910, 0.359884, 5.916974, 2.018073, 0.260248, 1.137273, 6.693580, 1.814084, 3.825164, 0.425851, 3.624888, 2.286173, 6.711565, 7.436574, 1.376454, 2.317503, 0.946717
SRR2973481,2, 0.072765, 2.932722, 0.000000, 2.285187, 0.000000, 1.114469, 1.597141, 8.317600, 3.892592, 1.436178, 2.620909, 0.000000, 0.090889, 0.000000, 0.080834, 0.000000,95.423600, 0.831340,42.117033, 9.260609, 0.234351, 0.151720, 0.255528, 0.087600, 0.525461, 7.015899, 0.315947, 0.000000, 0.000000, 1.933077, 0.000000, 0.109601, 0.515868, 0.000000, 0.038846, 0.127642, 0.968884, 0.000000, 3.772308, 0.096566, 0.043920, 0.000000, 0.000000, 0.790253, 0.183367, 0.000000, 0.710043,19.436007, 0.000000, 0.160964, 0.213180, 0.000000, 0.000000
SRR2973485,2, 0.395325, 1.763839, 0.226726, 2.234326, 0.000000, 0.410520, 1.687860, 3.738520, 5.411288, 1.407590, 1.186597, 0.000000, 0.455508, 0.000000, 6.143017, 0.052385, 9.434812, 0.164278, 0.522253,14.867171, 0.053033, 0.482645, 1.972011, 0.073645, 1.938829, 8.931846, 0.740756, 2.221544, 0.263952, 2.367041, 0.362873, 0.660390, 1.293337, 1.029630, 0.095360, 0.392384, 0.945288, 2.206628, 3.009389, 0.000000, 0.000000, 5.567193, 0.638344, 2.565575, 0.957289, 1.390687, 0.183824, 1.257198, 1.022495, 0.130968, 0.476356, 0.766434, 0.441737
SRR2973489,2, 0.410174, 1.198895, 0.448112, 1.066943, 0.974568, 0.659069, 2.001386, 5.076796, 4.176309, 3.475721, 6.528281, 0.000000, 0.260746, 0.541876, 2.884004, 0.137495, 7.271441, 1.643407, 0.126718,13.178976, 0.000000, 0.633201, 6.123637, 0.399421, 3.858503,13.618333, 0.366900, 0.803774, 0.100066, 0.826648, 0.042911, 0.000000, 0.349910, 0.895706, 0.929005, 0.870546, 3.027023, 0.422779, 3.910883, 0.166596, 0.104394, 4.606894, 1.094716, 0.363544, 1.859433, 1.274924, 6.066087, 3.307869, 0.609668, 1.267238, 2.032629, 0.000000, 1.917751
SRR2973491,2, 0.045216, 0.000000, 0.073857, 3.050932, 0.072434, 0.127900, 0.351459, 5.183459, 7.874633, 5.279369, 0.951406, 0.000000, 0.027892, 0.499876, 3.255337, 0.080798, 0.000000,24.299543, 0.052651, 8.129913, 0.000000, 0.782331, 3.946636, 0.000000, 2.794293, 0.000000, 0.155104, 1.918066, 0.000000, 0.000000, 0.000000, 0.135797, 0.211214, 1.847614, 0.028561, 0.417070, 1.181601, 0.000000, 9.043062, 0.169288, 0.056115, 7.710311, 0.061084, 0.460030, 0.371937, 0.000000,30.781161, 4.967948, 1.381689, 0.542753, 0.636118, 0.499460, 1.512985
SRR2973492,2, 0.109895, 0.657434, 0.079996, 0.372123, 0.960836, 0.666248, 1.482671, 1.076603, 4.840037, 0.508019, 1.992950, 9.044223, 0.099446, 0.856906, 2.004047, 0.534083, 2.764124, 7.989725, 0.000000, 8.109126, 0.087032, 3.417795, 5.376441, 0.250520, 0.999337, 7.469151, 0.218939, 0.309614, 0.887759, 7.062342, 0.550231, 0.073777, 0.105454, 0.043005, 0.027588, 0.218877, 0.030088, 4.393312, 2.011990, 1.565196, 0.000000,11.551601, 3.169095, 0.559376, 0.342409, 0.117572, 0.046017,10.981507, 1.015797, 1.645679, 9.395420, 2.590167, 0.180848
SRR2973498,2, 0.168150, 0.619200, 0.629167, 2.703066, 0.568546, 0.000000, 4.773359, 2.615100, 1.839646, 0.633035, 1.032229, 6.186611, 0.123322, 0.432160, 4.680896, 0.000000,19.272735, 0.203845, 0.604221,17.544875, 0.000000, 0.326556, 0.000000, 0.329028, 3.762181,18.873917, 0.056371, 0.067833, 0.000000, 0.226649, 0.067002, 0.000000, 0.106517, 0.055575, 1.271528, 0.179171, 3.921347, 0.096073, 4.149161, 0.474606, 0.039376,22.676395, 0.614404, 0.000000, 0.569898, 0.574567, 0.480288, 2.357853, 0.292215, 1.265345, 3.136895, 0.056121, 0.229578
SRR2973499,2,0.000000,0.296665,0.083052,0.138708,0.000000,3.645300,0.079082,0.250303,0.874024,0.508244,1.784096,0.090014,0.032947,0.000000,0.437839,0.085133,0.000000,0.138965,0.000000,4.166334,0.046515,0.127264,0.283268,0.000000,0.312797,0.000000,0.000000,0.000000,0.235474,0.000000,0.000000,0.000000,0.279679,0.566016,0.000000,0.150315,1.366950,0.943048,4.697845,0.411520,0.000000,4.549505,0.000000,0.307676,0.068999,0.456715,0.047080,1.472193,1.396149,0.000000,0.343403,0.000000,0.099019
SRR2973501,2,4.088789,1.377736,0.245318,0.520634,0.752806,1.769678,1.210242,0.289525,0.000000,2.998631,0.198994,0.353310,0.038914,0.078227,2.801461,0.082309,0.000000,1.363509,5.091249,3.557980,0.000000,0.967002,2.164170,0.076439,2.336309,4.134593,0.433972,0.000000,0.000000,0.364231,0.000000,1.107072,0.217891,5.200945,2.465448,0.088898,0.247814,1.689985,4.576042,0.088159,0.038477,3.443900,0.000000,0.000000,0.232507,0.103470,0.331038,0.000000,0.958785,0.824759,0.049893,0.199520,0.338481
SRR2973502,2, 7.502026,15.535555, 5.676160, 1.620807, 0.443016, 0.550426, 1.864513, 2.428425, 0.912751, 3.376524, 1.727839, 0.166814, 0.311467, 0.707006, 6.063494, 0.221665, 2.634003, 3.870786, 2.836887,12.501236, 2.175056, 0.500074, 2.258578, 0.340082, 2.007752, 9.110269, 0.621118, 0.588654, 0.069163, 0.000000, 0.050046, 5.130620, 0.199614, 2.733311, 0.658144, 0.322127, 1.498529, 0.373441, 5.589309, 0.162859, 0.124664, 4.110676, 1.886516, 0.314762, 5.021758, 0.164293, 0.654357, 2.403668, 1.001386, 6.564603, 3.981906, 0.571868, 0.524952
SRR2973503,2, 0.402718, 2.491052, 2.988760, 2.407434, 0.226454, 1.173644, 5.851541, 8.122687, 9.034583, 5.680666, 3.538931,11.589460, 0.321840, 0.802594,10.099567, 1.317616, 0.000000, 1.593375, 0.456359,16.754412, 4.430917, 0.367016, 2.607516, 2.657429, 5.066912,12.458208, 0.781022, 7.170304, 0.146420, 1.452326, 0.038518, 2.520090, 0.774830, 0.561951, 2.715656, 0.502161, 1.870575, 0.110895, 7.147373, 0.656067,42.900884, 7.022523, 0.623857, 2.263859, 8.322514, 1.069779, 3.121540, 1.383050, 1.836324, 2.304818, 2.294583, 1.846323, 0.722279
SRR2973504,2, 0.267911, 1.666277, 3.384612, 4.405498, 0.590131, 1.070398, 1.847348, 7.040069, 7.711063, 5.706369, 2.767275, 1.699226, 2.491520, 0.103157, 3.992809, 3.935223, 4.632901, 0.680141, 3.715845,10.684661, 0.000000, 0.465843,13.098408, 0.520233, 0.411875,59.238402, 0.975931, 7.447544, 0.077207, 7.398199, 0.209746, 1.708723, 1.024191, 2.518869, 0.051162, 1.062473, 1.615895, 0.312397, 3.388227, 0.104611, 0.000000, 3.797774, 0.360102, 0.948839, 0.757332, 2.716395, 3.387597, 0.563488, 1.349332, 0.571098, 6.204893, 0.981931, 1.466660
SRR2973505,2, 0.336412, 0.000000, 8.861229, 1.296281, 0.106737, 0.478282, 2.084125,11.361388,17.288090, 0.659457, 0.475861,89.039720, 0.516924, 0.097151, 3.621040, 2.151601,14.665115, 1.567195, 0.179070,13.461746, 1.394812, 0.260226, 1.548361, 0.091304, 0.776882, 7.533696, 0.578393, 2.019731, 0.000000, 0.000000, 0.304148, 0.000000, 0.129077, 0.263850, 1.744555, 0.319505, 1.164817, 0.141624, 1.843135, 0.190266, 0.145529, 0.979845, 0.111161, 0.659749, 0.796832, 0.632207, 2.878133, 0.265882, 1.446354, 4.957907, 5.407882, 1.831258, 0.271490
SRR2973506,2, 0.000000, 0.750919, 2.913842, 4.070980, 2.105926, 0.109063, 1.986058,13.354489, 8.328994, 0.946460, 9.763185,24.573628, 0.047244, 0.090567, 5.193716, 1.054058, 0.086662, 0.459205, 0.087883,18.388775, 0.199985, 0.244883, 4.971261, 0.621670, 3.559183,24.763528, 0.449386, 0.342597, 0.438387, 0.000000, 0.313107, 1.821837, 0.821652, 0.658292, 3.129054, 0.446061, 2.346017, 0.391093, 2.304499, 0.215262, 0.046428, 1.087003, 0.000000, 2.223954, 1.976430, 0.000000,16.670488, 0.691151, 1.442224, 0.154755, 0.693592, 0.000000, 0.334790
SRR2973507,2, 0.122223, 5.196031, 0.940953, 0.874466, 1.349444, 2.845707, 2.447413, 5.110535, 0.201659, 4.686991, 0.530928, 0.168491, 0.000000, 0.242052, 2.456957, 0.198070, 0.000000, 0.447298, 0.557136,10.901143, 0.000000, 0.201971, 3.344387, 0.075884, 1.583635, 9.888183, 0.186769, 1.043137, 0.000000, 0.839287, 0.037677, 7.638272, 0.303132, 0.374931, 0.943738, 0.000000, 1.151226, 0.846354, 3.826025, 0.242890, 0.037843,12.807768, 0.464521, 2.541591, 3.337654, 0.436590, 0.596820, 3.355124, 2.951353, 5.438005, 1.434998, 0.447644, 0.113718
